Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Donald J. Trump,REP,Precinct 209,295,512,358,1165,52.79
President and Vice President,Donald J. Trump,REP,Precinct 211,420,619,429,1468,52.47
President and Vice President,Donald J. Trump,REP,Precinct 212,240,247,87,574,41.72
President and Vice President,Donald J. Trump,REP,Precinct 213,56,83,42,181,30.42
President and Vice President,Donald J. Trump,REP,Precinct 214,264,358,284,906,45.19
President and Vice President,Donald J. Trump,REP,Precinct 215,238,288,196,722,61.55
President and Vice President,Donald J. Trump,REP,Precinct 216,1014,1618,599,3231,59.78
President and Vice President,Donald J. Trump,REP,Precinct 217,499,1030,500,2029,65.16
President and Vice President,Donald J. Trump,REP,Precinct 218,94,141,62,297,57.67
President and Vice President,Donald J. Trump,REP,Precinct 219,557,664,435,1656,45.54
President and Vice President,Donald J. Trump,REP,Precinct 220,134,149,106,389,58.85
President and Vice President,Donald J. Trump,REP,Precinct 221,516,668,348,1532,57.51
President and Vice President,Donald J. Trump,REP,Precinct 222,457,569,516,1542,53.39
President and Vice President,Donald J. Trump,REP,Precinct 223,120,164,54,338,54.25
President and Vice President,Donald J. Trump,REP,Precinct 224,726,1011,583,2320,53.74
President and Vice President,Donald J. Trump,REP,Precinct 225,-,-,-,4,36.36
President and Vice President,Donald J. Trump,REP,Precinct 226,408,553,493,1454,56.05
President and Vice President,Donald J. Trump,REP,Precinct 227,-,-,-,84,50.91
President and Vice President,Donald J. Trump,REP,Precinct 228,135,222,143,500,54.70
President and Vice President,Donald J. Trump,REP,Precinct 229,-,-,-,280,64.81
President and Vice President,Donald J. Trump,REP,Precinct 230,-,-,-,5,50.00
President and Vice President,Donald J. Trump,REP,Precinct 231,45,98,81,224,28.28
President and Vice President,Donald J. Trump,REP,Precinct 233,-,-,-,81,14.86
President and Vice President,Donald J. Trump,REP,Precinct 234,36,67,31,134,54.47
President and Vice President,Donald J. Trump,REP,Precinct 235,319,853,211,1383,64.48
President and Vice President,Donald J. Trump,REP,Precinct 236,96,163,79,338,61.12
President and Vice President,Donald J. Trump,REP,Precinct 237,-,-,-,39,73.58
President and Vice President,Donald J. Trump,REP,Precinct 238,-,-,-,25,62.50
President and Vice President,Donald J. Trump,REP,Precinct 239,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,Precinct 240,200,444,91,735,66.04
President and Vice President,Donald J. Trump,REP,Precinct 300,266,193,190,649,33.75
President and Vice President,Donald J. Trump,REP,Precinct 301,73,119,134,326,71.96
President and Vice President,Donald J. Trump,REP,Precinct 302,628,781,977,2386,72.13
President and Vice President,Donald J. Trump,REP,Precinct 303,842,1269,453,2564,48.23
President and Vice President,Donald J. Trump,REP,Precinct 304,1019,592,865,2476,62.20
President and Vice President,Donald J. Trump,REP,Precinct 305,409,429,517,1355,55.90
President and Vice President,Donald J. Trump,REP,Precinct 306,129,99,61,289,24.31
President and Vice President,Donald J. Trump,REP,Precinct 307,330,397,87,814,60.97
President and Vice President,Donald J. Trump,REP,Precinct 308,494,787,409,1690,56.26
President and Vice President,Donald J. Trump,REP,Precinct 309,1646,2701,832,5179,53.27
President and Vice President,Donald J. Trump,REP,Precinct 310,352,411,375,1138,53.78
President and Vice President,Donald J. Trump,REP,Precinct 311,396,431,521,1348,57.80
President and Vice President,Donald J. Trump,REP,Precinct 312,496,437,353,1286,64.14
President and Vice President,Donald J. Trump,REP,Precinct 313,1225,1806,621,3652,51.82
President and Vice President,Donald J. Trump,REP,Precinct 314,430,769,351,1550,51.98
President and Vice President,Donald J. Trump,REP,Precinct 315,534,796,352,1682,46.93
President and Vice President,Donald J. Trump,REP,Precinct 316,431,672,572,1675,52.66
President and Vice President,Donald J. Trump,REP,Precinct 317,853,955,464,2272,47.30
President and Vice President,Donald J. Trump,REP,Precinct 318,578,456,719,1753,58.73
President and Vice President,Donald J. Trump,REP,Precinct 319,-,-,-,2,28.57
President and Vice President,Donald J. Trump,REP,Precinct 320,-,-,-,55,62.50
President and Vice President,Donald J. Trump,REP,Precinct 321,-,-,-,131,40.68
President and Vice President,Donald J. Trump,REP,Precinct 322,710,891,438,2039,48.57
President and Vice President,Donald J. Trump,REP,Precinct 323,-,-,-,133,45.08
President and Vice President,Donald J. Trump,REP,Precinct 324,153,156,129,438,60.33
President and Vice President,Donald J. Trump,REP,Precinct 325,57,99,85,241,66.57
President and Vice President,Donald J. Trump,REP,Precinct 326,79,125,98,302,73.84
President and Vice President,Donald J. Trump,REP,Precinct 327,73,139,91,303,65.16
President and Vice President,Donald J. Trump,REP,Precinct 328,55,90,112,257,64.74
President and Vice President,Donald J. Trump,REP,Precinct 400,502,980,432,1914,51.18
President and Vice President,Donald J. Trump,REP,Precinct 402,589,995,371,1955,57.67
President and Vice President,Donald J. Trump,REP,Precinct 403,170,235,259,664,63.12
President and Vice President,Donald J. Trump,REP,Precinct 404,841,1553,657,3051,59.99
President and Vice President,Donald J. Trump,REP,Precinct 405,666,1336,557,2559,58.67
President and Vice President,Donald J. Trump,REP,Precinct 406,929,1435,672,3036,56.92
President and Vice President,Donald J. Trump,REP,Precinct 407,65,89,100,254,66.49
President and Vice President,Donald J. Trump,REP,Precinct 408,134,261,231,626,53.32
President and Vice President,Donald J. Trump,REP,Precinct 409,888,1517,668,3073,57.75
President and Vice President,Donald J. Trump,REP,Precinct 410,92,194,178,464,60.50
President and Vice President,Donald J. Trump,REP,Precinct 411,141,254,118,513,54.57
President and Vice President,Donald J. Trump,REP,Precinct 412,190,185,180,555,55.11
President and Vice President,Donald J. Trump,REP,Precinct 414,584,984,495,2063,54.55
President and Vice President,Donald J. Trump,REP,Precinct 415,443,955,278,1676,58.89
President and Vice President,Donald J. Trump,REP,Precinct 416,404,530,196,1130,64.28
President and Vice President,Donald J. Trump,REP,Precinct 417,756,1142,607,2505,56.83
President and Vice President,Donald J. Trump,REP,Precinct 418,499,1046,207,1752,61.54
President and Vice President,Donald J. Trump,REP,Precinct 419,414,497,419,1330,62.09
President and Vice President,Donald J. Trump,REP,Precinct 420,555,742,345,1642,58.77
President and Vice President,Donald J. Trump,REP,Precinct 421,841,1149,390,2380,60.81
President and Vice President,Donald J. Trump,REP,Precinct 422,963,1702,521,3186,60.54
President and Vice President,Donald J. Trump,REP,Precinct 424,557,1241,342,2140,55.71
President and Vice President,Donald J. Trump,REP,Precinct 425,173,148,34,355,56.71
President and Vice President,Donald J. Trump,REP,Precinct 426,293,586,242,1121,69.28
President and Vice President,Donald J. Trump,REP,Precinct 427,677,1217,439,2333,60.93
President and Vice President,Donald J. Trump,REP,Precinct 428,862,1144,558,2564,57.09
President and Vice President,Donald J. Trump,REP,Precinct 429,648,607,86,1341,59.00
President and Vice President,Donald J. Trump,REP,Precinct 430,207,283,94,584,66.97
President and Vice President,Donald J. Trump,REP,Precinct 431,279,290,160,729,56.60
President and Vice President,Donald J. Trump,REP,Precinct 432,-,-,-,96,64.00
President and Vice President,Donald J. Trump,REP,Precinct 433,-,-,-,23,79.31
President and Vice President,Donald J. Trump,REP,Precinct 434,-,-,-,5,83.33
President and Vice President,Donald J. Trump,REP,Precinct 435,-,-,-,47,65.28
President and Vice President,Donald J. Trump,REP,Precinct 436,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,Precinct 437,82,179,59,320,59.26
President and Vice President,Donald J. Trump,REP,Precinct 438,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,Precinct 439,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,Precinct 440,-,-,-,22,51.16
President and Vice President,Donald J. Trump,REP,Precinct 441,488,1009,273,1770,56.68
President and Vice President,Donald J. Trump,REP,Precinct 442,-,-,-,8,100.00
President and Vice President,Donald J. Trump,REP,Precinct 443,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,Precinct 500,216,212,297,725,54.72
President and Vice President,Donald J. Trump,REP,Precinct 501,42,50,164,256,49.42
President and Vice President,Donald J. Trump,REP,Precinct 502,417,625,437,1479,58.32
President and Vice President,Donald J. Trump,REP,Precinct 503,575,789,222,1586,56.95
President and Vice President,Donald J. Trump,REP,Precinct 504,170,186,79,435,62.05
President and Vice President,Donald J. Trump,REP,Precinct 505,550,797,542,1889,59.29
President and Vice President,Donald J. Trump,REP,Precinct 506,348,492,424,1264,56.20
President and Vice President,Donald J. Trump,REP,Precinct 507,628,938,662,2228,58.46
President and Vice President,Donald J. Trump,REP,Precinct 508,355,480,242,1077,60.23
President and Vice President,Donald J. Trump,REP,Precinct 509,103,79,100,282,50.09
President and Vice President,Donald J. Trump,REP,Precinct 510,1150,1744,832,3726,52.94
President and Vice President,Donald J. Trump,REP,Precinct 511,423,714,390,1527,68.66
President and Vice President,Donald J. Trump,REP,Precinct 512,503,997,291,1791,69.04
President and Vice President,Donald J. Trump,REP,Precinct 513,154,127,41,322,63.14
President and Vice President,Donald J. Trump,REP,Precinct 515,466,789,415,1670,57.02
President and Vice President,Donald J. Trump,REP,Precinct 516,755,1352,590,2697,48.22
President and Vice President,Donald J. Trump,REP,Precinct 517,679,1110,560,2349,48.98
President and Vice President,Donald J. Trump,REP,Precinct 518,526,790,420,1736,58.93
President and Vice President,Donald J. Trump,REP,Precinct 519,678,1343,489,2510,48.56
President and Vice President,Donald J. Trump,REP,Precinct 520,633,987,535,2155,51.93
President and Vice President,Donald J. Trump,REP,Precinct 521,592,1007,433,2032,51.08
President and Vice President,Donald J. Trump,REP,Precinct 522,90,99,51,240,64.17
President and Vice President,Donald J. Trump,REP,Precinct 523,140,225,103,468,55.98
President and Vice President,Donald J. Trump,REP,Precinct 525,285,719,145,1149,59.29
President and Vice President,Donald J. Trump,REP,Precinct 527,310,570,254,1134,55.53
President and Vice President,Donald J. Trump,REP,Precinct 528,143,141,153,437,47.71
President and Vice President,Donald J. Trump,REP,Precinct 529,274,242,194,710,54.83
President and Vice President,Donald J. Trump,REP,Precinct 530,169,229,96,494,62.53
President and Vice President,Donald J. Trump,REP,Precinct 531,-,-,-,3,100.00
President and Vice President,Donald J. Trump,REP,Precinct 999,-,-,-,290,48.25
President and Vice President,Joseph R. Biden,DEM,Precinct 100,285,117,107,509,28.37
President and Vice President,Joseph R. Biden,DEM,Precinct 102,178,79,36,293,38.40
President and Vice President,Joseph R. Biden,DEM,Precinct 103,544,258,74,876,29.36
President and Vice President,Joseph R. Biden,DEM,Precinct 104,573,246,160,979,25.88
President and Vice President,Joseph R. Biden,DEM,Precinct 105,843,502,343,1688,36.76
President and Vice President,Joseph R. Biden,DEM,Precinct 106,229,97,66,392,18.76
President and Vice President,Joseph R. Biden,DEM,Precinct 107,418,201,55,674,38.62
President and Vice President,Joseph R. Biden,DEM,Precinct 108,1013,722,313,2048,55.08
President and Vice President,Joseph R. Biden,DEM,Precinct 109,908,471,251,1630,37.46
President and Vice President,Joseph R. Biden,DEM,Precinct 111,398,241,179,818,38.42
President and Vice President,Joseph R. Biden,DEM,Precinct 112,502,260,99,861,34.36
President and Vice President,Joseph R. Biden,DEM,Precinct 113,445,272,135,852,33.78
President and Vice President,Joseph R. Biden,DEM,Precinct 114,985,518,299,1802,39.24
President and Vice President,Joseph R. Biden,DEM,Precinct 115,657,338,119,1114,37.47
President and Vice President,Joseph R. Biden,DEM,Precinct 116,748,250,65,1063,29.43
President and Vice President,Joseph R. Biden,DEM,Precinct 118,765,345,205,1315,28.16
President and Vice President,Joseph R. Biden,DEM,Precinct 120,331,244,142,717,85.97
President and Vice President,Joseph R. Biden,DEM,Precinct 121,290,180,67,537,28.52
President and Vice President,Joseph R. Biden,DEM,Precinct 122,313,187,114,614,31.60
President and Vice President,Joseph R. Biden,DEM,Precinct 123,493,304,126,923,36.03
President and Vice President,Joseph R. Biden,DEM,Precinct 124,611,316,234,1161,38.18
President and Vice President,Joseph R. Biden,DEM,Precinct 125,517,329,167,1013,32.48
President and Vice President,Joseph R. Biden,DEM,Precinct 126,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 127,188,76,47,311,37.42
President and Vice President,Joseph R. Biden,DEM,Precinct 128,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 129,-,-,-,10,30.30
President and Vice President,Joseph R. Biden,DEM,Precinct 130,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 131,261,176,41,478,37.00
President and Vice President,Joseph R. Biden,DEM,Precinct 132,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 133,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 135,300,139,53,492,29.80
President and Vice President,Joseph R. Biden,DEM,Precinct 136,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 200,373,234,134,741,45.68
President and Vice President,Joseph R. Biden,DEM,Precinct 201,549,326,73,948,34.89
President and Vice President,Joseph R. Biden,DEM,Precinct 202,411,343,106,860,36.04
President and Vice President,Joseph R. Biden,DEM,Precinct 203,590,458,152,1200,37.08
President and Vice President,Joseph R. Biden,DEM,Precinct 204,953,434,197,1584,42.31
President and Vice President,Joseph R. Biden,DEM,Precinct 205,1120,633,196,1949,32.18
President and Vice President,Joseph R. Biden,DEM,Precinct 206,406,294,72,772,34.63
President and Vice President,Joseph R. Biden,DEM,Precinct 207,398,207,131,736,36.86
President and Vice President,Joseph R. Biden,DEM,Precinct 208,399,239,110,748,41.69
President and Vice President,Joseph R. Biden,DEM,Precinct 209,437,387,185,1009,45.72
President and Vice President,Joseph R. Biden,DEM,Precinct 211,656,395,222,1273,45.50
President and Vice President,Joseph R. Biden,DEM,Precinct 212,357,318,102,777,56.47
President and Vice President,Joseph R. Biden,DEM,Precinct 213,156,168,81,405,68.07
President and Vice President,Joseph R. Biden,DEM,Precinct 214,521,352,205,1078,53.77
President and Vice President,Joseph R. Biden,DEM,Precinct 215,239,130,68,437,37.25
President and Vice President,Joseph R. Biden,DEM,Precinct 216,1121,734,259,2114,39.11
President and Vice President,Joseph R. Biden,DEM,Precinct 217,547,369,123,1039,33.37
President and Vice President,Joseph R. Biden,DEM,Precinct 218,-,-,-,212,41.17
President and Vice President,Joseph R. Biden,DEM,Precinct 219,917,667,340,1924,52.92
President and Vice President,Joseph R. Biden,DEM,Precinct 220,148,83,32,263,39.79
President and Vice President,Joseph R. Biden,DEM,Precinct 221,670,304,123,1097,41.18
President and Vice President,Joseph R. Biden,DEM,Precinct 222,708,384,216,1308,45.29
President and Vice President,Joseph R. Biden,DEM,Precinct 223,-,-,-,266,42.70
President and Vice President,Joseph R. Biden,DEM,Precinct 224,987,682,252,1921,44.50
President and Vice President,Joseph R. Biden,DEM,Precinct 225,-,-,-,7,63.64
President and Vice President,Joseph R. Biden,DEM,Precinct 226,600,342,161,1103,42.52
President and Vice President,Joseph R. Biden,DEM,Precinct 227,-,-,-,77,46.67
President and Vice President,Joseph R. Biden,DEM,Precinct 228,195,125,74,394,43.11
President and Vice President,Joseph R. Biden,DEM,Precinct 229,-,-,-,146,33.80
President and Vice President,Joseph R. Biden,DEM,Precinct 230,-,-,-,4,40.00
President and Vice President,Joseph R. Biden,DEM,Precinct 231,186,230,126,542,68.43
President and Vice President,Joseph R. Biden,DEM,Precinct 233,179,186,93,458,84.04
President and Vice President,Joseph R. Biden,DEM,Precinct 234,-,-,-,105,42.68
President and Vice President,Joseph R. Biden,DEM,Precinct 235,376,285,66,727,33.89
President and Vice President,Joseph R. Biden,DEM,Precinct 236,-,-,-,211,38.16
President and Vice President,Joseph R. Biden,DEM,Precinct 237,-,-,-,13,24.53
President and Vice President,Joseph R. Biden,DEM,Precinct 238,-,-,-,15,37.50
President and Vice President,Joseph R. Biden,DEM,Precinct 239,-,-,-,2,100.00
President and Vice President,Joseph R. Biden,DEM,Precinct 240,-,-,-,364,32.70
President and Vice President,Joseph R. Biden,DEM,Precinct 300,697,280,270,1247,64.85
President and Vice President,Joseph R. Biden,DEM,Precinct 301,-,-,-,122,26.93
President and Vice President,Joseph R. Biden,DEM,Precinct 302,513,229,148,890,26.90
President and Vice President,Joseph R. Biden,DEM,Precinct 303,1414,965,292,2671,50.24
President and Vice President,Joseph R. Biden,DEM,Precinct 304,1041,222,218,1481,37.20
President and Vice President,Joseph R. Biden,DEM,Precinct 305,540,266,221,1027,42.37
President and Vice President,Joseph R. Biden,DEM,Precinct 306,439,226,230,895,75.27
President and Vice President,Joseph R. Biden,DEM,Precinct 307,-,-,-,504,37.75
President and Vice President,Joseph R. Biden,DEM,Precinct 308,620,433,196,1249,41.58
President and Vice President,Joseph R. Biden,DEM,Precinct 309,2525,1493,378,4396,45.22
President and Vice President,Joseph R. Biden,DEM,Precinct 310,530,256,158,944,44.61
President and Vice President,Joseph R. Biden,DEM,Precinct 311,615,203,142,960,41.17
President and Vice President,Joseph R. Biden,DEM,Precinct 312,489,148,68,705,35.16
President and Vice President,Joseph R. Biden,DEM,Precinct 313,1838,1178,284,3300,46.82
President and Vice President,Joseph R. Biden,DEM,Precinct 314,678,531,178,1387,46.51
President and Vice President,Joseph R. Biden,DEM,Precinct 315,999,622,226,1847,51.53
President and Vice President,Joseph R. Biden,DEM,Precinct 316,738,453,266,1457,45.80
President and Vice President,Joseph R. Biden,DEM,Precinct 317,1434,718,295,2447,50.95
President and Vice President,Joseph R. Biden,DEM,Precinct 318,743,262,197,1202,40.27
President and Vice President,Joseph R. Biden,DEM,Precinct 319,-,-,-,5,71.43
President and Vice President,Joseph R. Biden,DEM,Precinct 320,-,-,-,32,36.36
President and Vice President,Joseph R. Biden,DEM,Precinct 321,-,-,-,186,57.76
President and Vice President,Joseph R. Biden,DEM,Precinct 322,1187,680,226,2093,49.86
President and Vice President,Joseph R. Biden,DEM,Precinct 323,65,42,44,151,51.19
President and Vice President,Joseph R. Biden,DEM,Precinct 324,184,68,30,282,38.84
President and Vice President,Joseph R. Biden,DEM,Precinct 325,-,-,-,117,32.32
President and Vice President,Joseph R. Biden,DEM,Precinct 326,-,-,-,103,25.18
President and Vice President,Joseph R. Biden,DEM,Precinct 327,-,-,-,154,33.12
President and Vice President,Joseph R. Biden,DEM,Precinct 328,-,-,-,134,33.75
President and Vice President,Joseph R. Biden,DEM,Precinct 400,889,606,262,1757,46.98
President and Vice President,Joseph R. Biden,DEM,Precinct 402,757,492,130,1379,40.68
President and Vice President,Joseph R. Biden,DEM,Precinct 403,191,94,82,367,34.89
President and Vice President,Joseph R. Biden,DEM,Precinct 404,1072,707,182,1961,38.56
President and Vice President,Joseph R. Biden,DEM,Precinct 405,881,679,168,1728,39.61
President and Vice President,Joseph R. Biden,DEM,Precinct 406,1310,696,222,2228,41.77
President and Vice President,Joseph R. Biden,DEM,Precinct 407,55,34,31,120,31.41
President and Vice President,Joseph R. Biden,DEM,Precinct 408,240,170,112,522,44.46
President and Vice President,Joseph R. Biden,DEM,Precinct 409,1158,761,238,2157,40.54
President and Vice President,Joseph R. Biden,DEM,Precinct 410,145,78,71,294,38.33
President and Vice President,Joseph R. Biden,DEM,Precinct 411,205,150,57,412,43.83
President and Vice President,Joseph R. Biden,DEM,Precinct 412,257,131,50,438,43.50
President and Vice President,Joseph R. Biden,DEM,Precinct 414,850,568,234,1652,43.68
President and Vice President,Joseph R. Biden,DEM,Precinct 415,604,423,97,1124,39.49
President and Vice President,Joseph R. Biden,DEM,Precinct 416,359,192,55,606,34.47
President and Vice President,Joseph R. Biden,DEM,Precinct 417,983,643,216,1842,41.79
President and Vice President,Joseph R. Biden,DEM,Precinct 418,526,475,68,1069,37.55
President and Vice President,Joseph R. Biden,DEM,Precinct 419,459,248,89,796,37.16
President and Vice President,Joseph R. Biden,DEM,Precinct 420,677,333,117,1127,40.34
President and Vice President,Joseph R. Biden,DEM,Precinct 421,893,482,116,1491,38.09
President and Vice President,Joseph R. Biden,DEM,Precinct 422,1083,764,141,1988,37.77
President and Vice President,Joseph R. Biden,DEM,Precinct 424,842,679,130,1651,42.98
President and Vice President,Joseph R. Biden,DEM,Precinct 425,-,-,-,265,42.33
President and Vice President,Joseph R. Biden,DEM,Precinct 426,332,120,32,484,29.91
President and Vice President,Joseph R. Biden,DEM,Precinct 427,803,532,111,1446,37.76
President and Vice President,Joseph R. Biden,DEM,Precinct 428,1017,662,189,1868,41.59
President and Vice President,Joseph R. Biden,DEM,Precinct 429,-,-,-,913,40.17
President and Vice President,Joseph R. Biden,DEM,Precinct 430,-,-,-,281,32.22
President and Vice President,Joseph R. Biden,DEM,Precinct 431,303,154,76,533,41.38
President and Vice President,Joseph R. Biden,DEM,Precinct 432,-,-,-,53,35.33
President and Vice President,Joseph R. Biden,DEM,Precinct 433,-,-,-,6,20.69
President and Vice President,Joseph R. Biden,DEM,Precinct 434,-,-,-,1,16.67
President and Vice President,Joseph R. Biden,DEM,Precinct 435,-,-,-,24,33.33
President and Vice President,Joseph R. Biden,DEM,Precinct 436,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 437,-,-,-,214,39.63
President and Vice President,Joseph R. Biden,DEM,Precinct 438,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 439,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 440,-,-,-,20,46.51
President and Vice President,Joseph R. Biden,DEM,Precinct 441,664,553,97,1314,42.07
President and Vice President,Joseph R. Biden,DEM,Precinct 442,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 443,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 500,314,141,133,588,44.38
President and Vice President,Joseph R. Biden,DEM,Precinct 501,98,47,100,245,47.30
President and Vice President,Joseph R. Biden,DEM,Precinct 502,514,344,145,1003,39.55
President and Vice President,Joseph R. Biden,DEM,Precinct 503,678,365,122,1165,41.83
President and Vice President,Joseph R. Biden,DEM,Precinct 504,-,-,-,262,37.38
President and Vice President,Joseph R. Biden,DEM,Precinct 505,667,410,175,1252,39.30
President and Vice President,Joseph R. Biden,DEM,Precinct 506,524,254,178,956,42.51
President and Vice President,Joseph R. Biden,DEM,Precinct 507,737,477,308,1522,39.94
President and Vice President,Joseph R. Biden,DEM,Precinct 508,387,205,86,678,37.92
President and Vice President,Joseph R. Biden,DEM,Precinct 509,173,67,34,274,48.67
President and Vice President,Joseph R. Biden,DEM,Precinct 510,1721,1103,373,3197,45.42
President and Vice President,Joseph R. Biden,DEM,Precinct 511,393,209,75,677,30.44
President and Vice President,Joseph R. Biden,DEM,Precinct 512,455,268,53,776,29.92
President and Vice President,Joseph R. Biden,DEM,Precinct 513,-,-,-,182,35.69
President and Vice President,Joseph R. Biden,DEM,Precinct 515,694,383,148,1225,41.82
President and Vice President,Joseph R. Biden,DEM,Precinct 516,1406,1015,376,2797,50.01
President and Vice President,Joseph R. Biden,DEM,Precinct 517,1261,827,284,2372,49.46
President and Vice President,Joseph R. Biden,DEM,Precinct 518,619,394,144,1157,39.27
President and Vice President,Joseph R. Biden,DEM,Precinct 519,1299,1009,271,2579,49.89
President and Vice President,Joseph R. Biden,DEM,Precinct 520,984,656,282,1922,46.31
President and Vice President,Joseph R. Biden,DEM,Precinct 521,976,674,233,1883,47.34
President and Vice President,Joseph R. Biden,DEM,Precinct 522,-,-,-,131,35.03
President and Vice President,Joseph R. Biden,DEM,Precinct 523,193,109,42,344,41.15
President and Vice President,Joseph R. Biden,DEM,Precinct 525,385,317,67,769,39.68
President and Vice President,Joseph R. Biden,DEM,Precinct 527,450,300,126,876,42.90
President and Vice President,Joseph R. Biden,DEM,Precinct 528,245,115,96,456,49.78
President and Vice President,Joseph R. Biden,DEM,Precinct 529,287,180,88,555,42.86
President and Vice President,Joseph R. Biden,DEM,Precinct 530,-,-,-,284,35.95
President and Vice President,Joseph R. Biden,DEM,Precinct 531,0,0,0,0,0.00
President and Vice President,Joseph R. Biden,DEM,Precinct 999,-,-,-,304,50.58
President and Vice President,Jo Jorgensen,LPF,Precinct 100,-,-,-,15,0.84
President and Vice President,Jo Jorgensen,LPF,Precinct 102,-,-,-,6,0.79
President and Vice President,Jo Jorgensen,LPF,Precinct 103,-,-,-,16,0.54
President and Vice President,Jo Jorgensen,LPF,Precinct 104,-,-,-,11,0.29
President and Vice President,Jo Jorgensen,LPF,Precinct 105,-,-,-,53,1.15
President and Vice President,Jo Jorgensen,LPF,Precinct 106,-,-,-,6,0.29
President and Vice President,Jo Jorgensen,LPF,Precinct 107,-,-,-,17,0.97
President and Vice President,Jo Jorgensen,LPF,Precinct 108,-,-,-,31,0.83
