Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Donald J. Trump,REP,38 Navarre Beach,-,-,-,-,636,66.95
President and Vice President,Donald J. Trump,REP,39 Garcon Point,-,-,-,-,1259,75.62
President and Vice President,Donald J. Trump,REP,40 Parkway,0,227,642,187,1056,65.27
President and Vice President,Donald J. Trump,REP,41 Woodlawn,-,-,-,-,1710,67.91
President and Vice President,Joseph R. Biden,DEM,1 South Milton,0,381,129,52,562,36.45
President and Vice President,Joseph R. Biden,DEM,2 Wallace,-,-,-,-,640,17.52
President and Vice President,Joseph R. Biden,DEM,3 Coon Hill,-,-,-,-,51,7.31
President and Vice President,Joseph R. Biden,DEM,4 Jay,-,-,-,-,124,8.36
President and Vice President,Joseph R. Biden,DEM,5 McLellan,-,-,-,-,15,12.93
President and Vice President,Joseph R. Biden,DEM,6 Red Rock,-,-,-,-,10,9.62
President and Vice President,Joseph R. Biden,DEM,7 Munson,-,-,-,-,19,8.19
President and Vice President,Joseph R. Biden,DEM,8 North Milton,-,-,-,-,480,33.68
President and Vice President,Joseph R. Biden,DEM,9 Ward Basin,-,-,-,-,480,20.75
President and Vice President,Joseph R. Biden,DEM,10 Holley,-,-,-,-,326,24.13
President and Vice President,Joseph R. Biden,DEM,11 Coldwater,-,-,-,-,145,14.15
President and Vice President,Joseph R. Biden,DEM,12 Point Baker,-,-,-,-,951,28.3
President and Vice President,Joseph R. Biden,DEM,13 Allentown,-,-,-,-,157,12.06
President and Vice President,Joseph R. Biden,DEM,14 Harold,-,-,-,-,91,14.44
President and Vice President,Joseph R. Biden,DEM,15 Ferris Hill,-,-,-,-,1031,32.58
President and Vice President,Joseph R. Biden,DEM,16 Bagdad,-,-,-,-,799,27.4
President and Vice President,Joseph R. Biden,DEM,17 Fidelis,-,-,-,-,57,7.4
President and Vice President,Joseph R. Biden,DEM,18 Berryhill,-,-,-,-,1015,24.2
President and Vice President,Joseph R. Biden,DEM,19 Chumuckla,-,-,-,-,120,8.71
President and Vice President,Joseph R. Biden,DEM,20 Pace,-,-,-,-,1215,22.36
President and Vice President,Joseph R. Biden,DEM,21 Avalon,-,-,-,-,887,24.25
President and Vice President,Joseph R. Biden,DEM,22 Gulf Breeze,-,-,-,-,1468,33.63
President and Vice President,Joseph R. Biden,DEM,23 Midway,0,434,397,111,942,30.73
President and Vice President,Joseph R. Biden,DEM,24 Pea Ridge,-,-,-,-,1488,23.9
President and Vice President,Joseph R. Biden,DEM,25 Oriole Beach,-,-,-,-,938,29.03
President and Vice President,Joseph R. Biden,DEM,26 East Navarre,-,-,-,-,1820,29.11
President and Vice President,Joseph R. Biden,DEM,27 Woodbine,-,-,-,-,1062,23.16
President and Vice President,Joseph R. Biden,DEM,28 Tiger Point,-,-,-,-,887,29.92
President and Vice President,Joseph R. Biden,DEM,29 West Navarre,-,-,-,-,720,27.6
President and Vice President,Joseph R. Biden,DEM,30 Pine Terrace,-,-,-,-,493,18.37
President and Vice President,Joseph R. Biden,DEM,31 Floridatown,0,131,87,83,301,23.24
President and Vice President,Joseph R. Biden,DEM,32 Grand Pointe,-,-,-,-,934,30.3
President and Vice President,Joseph R. Biden,DEM,33 East Milton,-,-,-,-,505,21.02
President and Vice President,Joseph R. Biden,DEM,34 Hidden Creek,-,-,-,-,2566,28.81
President and Vice President,Joseph R. Biden,DEM,35 Biscayne Pointe,-,-,-,-,1364,34.14
President and Vice President,Joseph R. Biden,DEM,36 Mill Creek,0,199,130,61,390,20.43
President and Vice President,Joseph R. Biden,DEM,37 Soundside,0,235,292,70,597,28.11
President and Vice President,Joseph R. Biden,DEM,38 Navarre Beach,-,-,-,-,304,32
President and Vice President,Joseph R. Biden,DEM,39 Garcon Point,0,204,138,38,380,22.82
President and Vice President,Joseph R. Biden,DEM,40 Parkway,-,-,-,-,524,32.39
President and Vice President,Joseph R. Biden,DEM,41 Woodlawn,0,361,321,72,754,29.94
President and Vice President,Jo Jorgensen,LPF,1 South Milton,-,-,-,-,20,1.3
President and Vice President,Jo Jorgensen,LPF,2 Wallace,-,-,-,-,52,1.42
President and Vice President,Jo Jorgensen,LPF,3 Coon Hill,-,-,-,-,3,0.43
President and Vice President,Jo Jorgensen,LPF,4 Jay,-,-,-,-,11,0.74
President and Vice President,Jo Jorgensen,LPF,5 McLellan,0,0,0,0,0,0
President and Vice President,Jo Jorgensen,LPF,6 Red Rock,0,0,0,0,0,0
President and Vice President,Jo Jorgensen,LPF,7 Munson,-,-,-,-,1,0.43
President and Vice President,Jo Jorgensen,LPF,8 North Milton,-,-,-,-,29,2.04
President and Vice President,Jo Jorgensen,LPF,9 Ward Basin,-,-,-,-,27,1.17
President and Vice President,Jo Jorgensen,LPF,10 Holley,-,-,-,-,25,1.85
President and Vice President,Jo Jorgensen,LPF,11 Coldwater,-,-,-,-,12,1.17
President and Vice President,Jo Jorgensen,LPF,12 Point Baker,-,-,-,-,49,1.46
President and Vice President,Jo Jorgensen,LPF,13 Allentown,-,-,-,-,9,0.69
President and Vice President,Jo Jorgensen,LPF,14 Harold,-,-,-,-,4,0.63
President and Vice President,Jo Jorgensen,LPF,15 Ferris Hill,-,-,-,-,65,2.05
President and Vice President,Jo Jorgensen,LPF,16 Bagdad,-,-,-,-,53,1.82
President and Vice President,Jo Jorgensen,LPF,17 Fidelis,-,-,-,-,1,0.13
President and Vice President,Jo Jorgensen,LPF,18 Berryhill,-,-,-,-,62,1.48
President and Vice President,Jo Jorgensen,LPF,19 Chumuckla,-,-,-,-,4,0.29
President and Vice President,Jo Jorgensen,LPF,20 Pace,0,39,38,31,108,1.99
President and Vice President,Jo Jorgensen,LPF,21 Avalon,-,-,-,-,66,1.8
President and Vice President,Jo Jorgensen,LPF,22 Gulf Breeze,-,-,-,-,40,0.92
President and Vice President,Jo Jorgensen,LPF,23 Midway,-,-,-,-,56,1.83
President and Vice President,Jo Jorgensen,LPF,24 Pea Ridge,-,-,-,-,119,1.91
President and Vice President,Jo Jorgensen,LPF,25 Oriole Beach,-,-,-,-,44,1.36
President and Vice President,Jo Jorgensen,LPF,26 East Navarre,0,43,51,41,135,2.16
President and Vice President,Jo Jorgensen,LPF,27 Woodbine,-,-,-,-,45,0.98
President and Vice President,Jo Jorgensen,LPF,28 Tiger Point,-,-,-,-,35,1.18
President and Vice President,Jo Jorgensen,LPF,29 West Navarre,-,-,-,-,51,1.95
President and Vice President,Jo Jorgensen,LPF,30 Pine Terrace,-,-,-,-,35,1.3
President and Vice President,Jo Jorgensen,LPF,31 Floridatown,-,-,-,-,21,1.62
President and Vice President,Jo Jorgensen,LPF,32 Grand Pointe,-,-,-,-,27,0.88
President and Vice President,Jo Jorgensen,LPF,33 East Milton,-,-,-,-,33,1.37
President and Vice President,Jo Jorgensen,LPF,34 Hidden Creek,-,-,-,-,177,1.99
President and Vice President,Jo Jorgensen,LPF,35 Biscayne Pointe,-,-,-,-,80,2
President and Vice President,Jo Jorgensen,LPF,36 Mill Creek,-,-,-,-,31,1.62
President and Vice President,Jo Jorgensen,LPF,37 Soundside,-,-,-,-,22,1.04
President and Vice President,Jo Jorgensen,LPF,38 Navarre Beach,-,-,-,-,3,0.32
President and Vice President,Jo Jorgensen,LPF,39 Garcon Point,-,-,-,-,21,1.26
President and Vice President,Jo Jorgensen,LPF,40 Parkway,-,-,-,-,32,1.98
President and Vice President,Jo Jorgensen,LPF,41 Woodlawn,-,-,-,-,37,1.47
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,1 South Milton,-,-,-,-,2,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,2 Wallace,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,3 Coon Hill,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,4 Jay,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,5 McLellan,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,6 Red Rock,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,7 Munson,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,8 North Milton,-,-,-,-,2,0.14
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,9 Ward Basin,-,-,-,-,3,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,10 Holley,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,11 Coldwater,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,12 Point Baker,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,13 Allentown,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,14 Harold,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,15 Ferris Hill,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,16 Bagdad,-,-,-,-,3,0.1
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,17 Fidelis,-,-,-,-,1,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,18 Berryhill,-,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,19 Chumuckla,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,20 Pace,-,-,-,-,3,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,21 Avalon,-,-,-,-,5,0.14
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,22 Gulf Breeze,-,-,-,-,2,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,23 Midway,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,24 Pea Ridge,-,-,-,-,6,0.1
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,25 Oriole Beach,-,-,-,-,2,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,26 East Navarre,-,-,-,-,2,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,27 Woodbine,-,-,-,-,2,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,28 Tiger Point,-,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,29 West Navarre,-,-,-,-,3,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,30 Pine Terrace,-,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,31 Floridatown,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,32 Grand Pointe,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,33 East Milton,-,-,-,-,1,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,34 Hidden Creek,-,-,-,-,5,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,35 Biscayne Pointe,-,-,-,-,3,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,36 Mill Creek,-,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,37 Soundside,-,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,38 Navarre Beach,-,-,-,-,2,0.21
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,39 Garcon Point,0,0,0,0,0,0
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,40 Parkway,-,-,-,-,2,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,41 Woodlawn,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,1 South Milton,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,2 Wallace,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,3 Coon Hill,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,4 Jay,-,-,-,-,1,0.07
President and Vice President,Gloria La Riva,PSL,5 McLellan,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,6 Red Rock,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,7 Munson,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,8 North Milton,-,-,-,-,1,0.07
President and Vice President,Gloria La Riva,PSL,9 Ward Basin,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,10 Holley,-,-,-,-,2,0.15
President and Vice President,Gloria La Riva,PSL,11 Coldwater,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,12 Point Baker,-,-,-,-,3,0.09
President and Vice President,Gloria La Riva,PSL,13 Allentown,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,14 Harold,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,15 Ferris Hill,-,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,16 Bagdad,-,-,-,-,2,0.07
President and Vice President,Gloria La Riva,PSL,17 Fidelis,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,18 Berryhill,-,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,19 Chumuckla,-,-,-,-,1,0.07
President and Vice President,Gloria La Riva,PSL,20 Pace,-,-,-,-,2,0.04
President and Vice President,Gloria La Riva,PSL,21 Avalon,-,-,-,-,3,0.08
President and Vice President,Gloria La Riva,PSL,22 Gulf Breeze,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,23 Midway,-,-,-,-,3,0.1
President and Vice President,Gloria La Riva,PSL,24 Pea Ridge,-,-,-,-,6,0.1
President and Vice President,Gloria La Riva,PSL,25 Oriole Beach,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,26 East Navarre,-,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,27 Woodbine,-,-,-,-,2,0.04
President and Vice President,Gloria La Riva,PSL,28 Tiger Point,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,29 West Navarre,-,-,-,-,3,0.11
President and Vice President,Gloria La Riva,PSL,30 Pine Terrace,-,-,-,-,2,0.07
President and Vice President,Gloria La Riva,PSL,31 Floridatown,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,32 Grand Pointe,-,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,33 East Milton,-,-,-,-,2,0.08
President and Vice President,Gloria La Riva,PSL,34 Hidden Creek,-,-,-,-,6,0.07
President and Vice President,Gloria La Riva,PSL,35 Biscayne Pointe,-,-,-,-,2,0.05
President and Vice President,Gloria La Riva,PSL,36 Mill Creek,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,37 Soundside,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,38 Navarre Beach,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,39 Garcon Point,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,40 Parkway,0,0,0,0,0,0
President and Vice President,Gloria La Riva,PSL,41 Woodlawn,-,-,-,-,1,0.04
President and Vice President,Howie Hawkins,GRE,1 South Milton,-,-,-,-,1,0.06
President and Vice President,Howie Hawkins,GRE,2 Wallace,-,-,-,-,2,0.05
President and Vice President,Howie Hawkins,GRE,3 Coon Hill,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,4 Jay,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,5 McLellan,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,6 Red Rock,-,-,-,-,1,0.96
President and Vice President,Howie Hawkins,GRE,7 Munson,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,8 North Milton,-,-,-,-,5,0.35
President and Vice President,Howie Hawkins,GRE,9 Ward Basin,-,-,-,-,1,0.04
President and Vice President,Howie Hawkins,GRE,10 Holley,-,-,-,-,1,0.07
President and Vice President,Howie Hawkins,GRE,11 Coldwater,-,-,-,-,1,0.1
President and Vice President,Howie Hawkins,GRE,12 Point Baker,-,-,-,-,12,0.36
President and Vice President,Howie Hawkins,GRE,13 Allentown,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,14 Harold,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,15 Ferris Hill,-,-,-,-,9,0.28
President and Vice President,Howie Hawkins,GRE,16 Bagdad,-,-,-,-,2,0.07
President and Vice President,Howie Hawkins,GRE,17 Fidelis,-,-,-,-,1,0.13
President and Vice President,Howie Hawkins,GRE,18 Berryhill,-,-,-,-,6,0.14
President and Vice President,Howie Hawkins,GRE,19 Chumuckla,-,-,-,-,2,0.15
President and Vice President,Howie Hawkins,GRE,20 Pace,-,-,-,-,4,0.07
President and Vice President,Howie Hawkins,GRE,21 Avalon,-,-,-,-,3,0.08
President and Vice President,Howie Hawkins,GRE,22 Gulf Breeze,-,-,-,-,3,0.07
President and Vice President,Howie Hawkins,GRE,23 Midway,-,-,-,-,2,0.07
President and Vice President,Howie Hawkins,GRE,24 Pea Ridge,-,-,-,-,12,0.19
President and Vice President,Howie Hawkins,GRE,25 Oriole Beach,-,-,-,-,5,0.15
President and Vice President,Howie Hawkins,GRE,26 East Navarre,-,-,-,-,4,0.06
President and Vice President,Howie Hawkins,GRE,27 Woodbine,-,-,-,-,3,0.07
President and Vice President,Howie Hawkins,GRE,28 Tiger Point,-,-,-,-,7,0.24
President and Vice President,Howie Hawkins,GRE,29 West Navarre,-,-,-,-,5,0.19
President and Vice President,Howie Hawkins,GRE,30 Pine Terrace,-,-,-,-,3,0.11
President and Vice President,Howie Hawkins,GRE,31 Floridatown,-,-,-,-,1,0.08
President and Vice President,Howie Hawkins,GRE,32 Grand Pointe,-,-,-,-,3,0.1
President and Vice President,Howie Hawkins,GRE,33 East Milton,-,-,-,-,4,0.17
President and Vice President,Howie Hawkins,GRE,34 Hidden Creek,-,-,-,-,6,0.07
President and Vice President,Howie Hawkins,GRE,35 Biscayne Pointe,-,-,-,-,3,0.08
President and Vice President,Howie Hawkins,GRE,36 Mill Creek,-,-,-,-,2,0.1
President and Vice President,Howie Hawkins,GRE,37 Soundside,-,-,-,-,2,0.09
President and Vice President,Howie Hawkins,GRE,38 Navarre Beach,0,0,0,0,0,0
President and Vice President,Howie Hawkins,GRE,39 Garcon Point,-,-,-,-,1,0.06
President and Vice President,Howie Hawkins,GRE,40 Parkway,-,-,-,-,1,0.06
President and Vice President,Howie Hawkins,GRE,41 Woodlawn,-,-,-,-,4,0.16
President and Vice President,Don Blankenship,CPF,1 South Milton,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,2 Wallace,-,-,-,-,6,0.16
President and Vice President,Don Blankenship,CPF,3 Coon Hill,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,4 Jay,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,5 McLellan,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,6 Red Rock,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,7 Munson,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,8 North Milton,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,9 Ward Basin,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,10 Holley,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,11 Coldwater,-,-,-,-,1,0.1
President and Vice President,Don Blankenship,CPF,12 Point Baker,-,-,-,-,3,0.09
President and Vice President,Don Blankenship,CPF,13 Allentown,-,-,-,-,1,0.08
President and Vice President,Don Blankenship,CPF,14 Harold,-,-,-,-,2,0.32
President and Vice President,Don Blankenship,CPF,15 Ferris Hill,-,-,-,-,2,0.06
President and Vice President,Don Blankenship,CPF,16 Bagdad,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,17 Fidelis,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,18 Berryhill,-,-,-,-,1,0.02
President and Vice President,Don Blankenship,CPF,19 Chumuckla,-,-,-,-,1,0.07
President and Vice President,Don Blankenship,CPF,20 Pace,-,-,-,-,7,0.13
President and Vice President,Don Blankenship,CPF,21 Avalon,-,-,-,-,3,0.08
President and Vice President,Don Blankenship,CPF,22 Gulf Breeze,-,-,-,-,2,0.05
President and Vice President,Don Blankenship,CPF,23 Midway,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,24 Pea Ridge,-,-,-,-,4,0.06
President and Vice President,Don Blankenship,CPF,25 Oriole Beach,-,-,-,-,3,0.09
President and Vice President,Don Blankenship,CPF,26 East Navarre,-,-,-,-,4,0.06
President and Vice President,Don Blankenship,CPF,27 Woodbine,-,-,-,-,2,0.04
President and Vice President,Don Blankenship,CPF,28 Tiger Point,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,29 West Navarre,-,-,-,-,3,0.11
President and Vice President,Don Blankenship,CPF,30 Pine Terrace,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,31 Floridatown,-,-,-,-,1,0.08
President and Vice President,Don Blankenship,CPF,32 Grand Pointe,-,-,-,-,1,0.03
President and Vice President,Don Blankenship,CPF,33 East Milton,-,-,-,-,1,0.04
President and Vice President,Don Blankenship,CPF,34 Hidden Creek,-,-,-,-,7,0.08
President and Vice President,Don Blankenship,CPF,35 Biscayne Pointe,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,36 Mill Creek,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,37 Soundside,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,38 Navarre Beach,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,39 Garcon Point,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,40 Parkway,0,0,0,0,0,0
President and Vice President,Don Blankenship,CPF,41 Woodlawn,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,1 South Milton,-,-,-,-,5,0.32
President and Vice President,WRITE-IN,NON,2 Wallace,-,-,-,-,3,0.08
President and Vice President,WRITE-IN,NON,3 Coon Hill,-,-,-,-,1,0.14
President and Vice President,WRITE-IN,NON,4 Jay,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,5 McLellan,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,6 Red Rock,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,7 Munson,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,8 North Milton,-,-,-,-,3,0.21
President and Vice President,WRITE-IN,NON,9 Ward Basin,-,-,-,-,6,0.26
President and Vice President,WRITE-IN,NON,10 Holley,-,-,-,-,6,0.44
President and Vice President,WRITE-IN,NON,11 Coldwater,0,0,0,0,0,0
President and Vice President,WRITE-IN,NON,12 Point Baker,-,-,-,-,8,0.24
President and Vice President,WRITE-IN,NON,13 Allentown,-,-,-,-,1,0.08
President and Vice President,WRITE-IN,NON,14 Harold,-,-,-,-,3,0.48
President and Vice President,WRITE-IN,NON,15 Ferris Hill,-,-,-,-,17,0.54
President and Vice President,WRITE-IN,NON,16 Bagdad,-,-,-,-,1,0.03
President and Vice President,WRITE-IN,NON,17 Fidelis,-,-,-,-,1,0.13
President and Vice President,WRITE-IN,NON,18 Berryhill,-,-,-,-,9,0.21
President and Vice President,WRITE-IN,NON,19 Chumuckla,-,-,-,-,3,0.22
President and Vice President,WRITE-IN,NON,20 Pace,-,-,-,-,12,0.22
President and Vice President,WRITE-IN,NON,21 Avalon,-,-,-,-,7,0.19
President and Vice President,WRITE-IN,NON,22 Gulf Breeze,-,-,-,-,11,0.25
President and Vice President,WRITE-IN,NON,23 Midway,-,-,-,-,6,0.2
President and Vice President,WRITE-IN,NON,24 Pea Ridge,-,-,-,-,23,0.37
President and Vice President,WRITE-IN,NON,25 Oriole Beach,-,-,-,-,15,0.46
President and Vice President,WRITE-IN,NON,26 East Navarre,-,-,-,-,27,0.43
President and Vice President,WRITE-IN,NON,27 Woodbine,-,-,-,-,6,0.13
President and Vice President,WRITE-IN,NON,28 Tiger Point,-,-,-,-,10,0.34
President and Vice President,WRITE-IN,NON,29 West Navarre,-,-,-,-,4,0.15
President and Vice President,WRITE-IN,NON,30 Pine Terrace,-,-,-,-,6,0.22
President and Vice President,WRITE-IN,NON,31 Floridatown,-,-,-,-,1,0.08
President and Vice President,WRITE-IN,NON,32 Grand Pointe,-,-,-,-,5,0.16
President and Vice President,WRITE-IN,NON,33 East Milton,-,-,-,-,1,0.04
President and Vice President,WRITE-IN,NON,34 Hidden Creek,-,-,-,-,27,0.3
President and Vice President,WRITE-IN,NON,35 Biscayne Pointe,-,-,-,-,14,0.35
President and Vice President,WRITE-IN,NON,36 Mill Creek,-,-,-,-,3,0.16
President and Vice President,WRITE-IN,NON,37 Soundside,-,-,-,-,4,0.19
