Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Joseph R. Biden,DEM,Pre 22 Second Elizabeth Church,-,-,-,-,404,75.66
President and Vice President,Joseph R. Biden,DEM,Pre 23 New Direction Christian,0,127,160,90,377,66.96
President and Vice President,Joseph R. Biden,DEM,Pre 24 St. Joseph Missionary B,0,109,113,123,345,96.64
President and Vice President,Joseph R. Biden,DEM,Pre 25 Elizabeth AME Church,0,81,90,57,228,76.00
President and Vice President,Jo Jorgensen,LPF,Pre 1 Centenary United Methodi,-,-,-,-,3,0.26
President and Vice President,Jo Jorgensen,LPF,Pre 2 Havana Public Library,-,-,-,-,8,0.43
President and Vice President,Jo Jorgensen,LPF,Pre 3 Concordia Baptist Church,-,-,-,-,10,1.15
President and Vice President,Jo Jorgensen,LPF,Pre 4 Eugene Lamb Recreation C,-,-,-,-,8,0.34
President and Vice President,Jo Jorgensen,LPF,Pre 5 Quincy Recreation Center,-,-,-,-,4,0.19
President and Vice President,Jo Jorgensen,LPF,Pre 6 Wetumpka Fire Department,-,-,-,-,8,0.78
President and Vice President,Jo Jorgensen,LPF,"Pre 7 Union Chapel AME Church ",-,-,-,-,2,0.26
President and Vice President,Jo Jorgensen,LPF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Pre 9 Chattahoochee Recreation,-,-,-,-,6,0.47
President and Vice President,Jo Jorgensen,LPF,Pre 10 Mt. Pleasant Fire Depar,-,-,-,-,4,0.96
President and Vice President,Jo Jorgensen,LPF,Pre 11 Gretna Town Hall,-,-,-,-,6,0.49
President and Vice President,Jo Jorgensen,LPF,Pre 12 Greensboro Town Hall,-,-,-,-,7,1.12
President and Vice President,Jo Jorgensen,LPF,Pre 13 FAMU Research Center,-,-,-,-,2,0.18
President and Vice President,Jo Jorgensen,LPF,Pre 14 Shiloh Church,-,-,-,-,8,1.03
President and Vice President,Jo Jorgensen,LPF,Pre 15 St. James Baptist Churc,-,-,-,-,3,0.29
President and Vice President,Jo Jorgensen,LPF,"Pre 16 National Guard Armory  ",-,-,-,-,3,0.37
President and Vice President,Jo Jorgensen,LPF,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Pre 18 St. Matthew Primitive B,-,-,-,-,3,0.37
President and Vice President,Jo Jorgensen,LPF,Pre 19 Hopewell Church,-,-,-,-,3,0.27
President and Vice President,Jo Jorgensen,LPF,Pre 20 Assembly of God,-,-,-,-,2,0.24
President and Vice President,Jo Jorgensen,LPF,"Pre 21 Green Shade AME Church ",-,-,-,-,3,0.71
President and Vice President,Jo Jorgensen,LPF,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Pre 23 New Direction Christian,-,-,-,-,2,0.36
President and Vice President,Jo Jorgensen,LPF,Pre 24 St. Joseph Missionary B,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Pre 25 Elizabeth AME Church,-,-,-,-,1,0.33
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 1 Centenary United Methodi,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 2 Havana Public Library,-,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 3 Concordia Baptist Church,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 4 Eugene Lamb Recreation C,-,-,-,-,2,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 5 Quincy Recreation Center,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 6 Wetumpka Fire Department,-,-,-,-,1,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,"Pre 7 Union Chapel AME Church ",-,-,-,-,2,0.26
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 9 Chattahoochee Recreation,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 11 Gretna Town Hall,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 12 Greensboro Town Hall,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 13 FAMU Research Center,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 14 Shiloh Church,-,-,-,-,1,0.13
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 15 St. James Baptist Churc,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,"Pre 16 National Guard Armory  ",-,-,-,-,1,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 18 St. Matthew Primitive B,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 19 Hopewell Church,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 20 Assembly of God,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,"Pre 21 Green Shade AME Church ",0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 23 New Direction Christian,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 24 St. Joseph Missionary B,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Pre 25 Elizabeth AME Church,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 1 Centenary United Methodi,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 2 Havana Public Library,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 3 Concordia Baptist Church,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 5 Quincy Recreation Center,-,-,-,-,3,0.14
President and Vice President,Gloria La Riva,PSL,Pre 6 Wetumpka Fire Department,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,"Pre 7 Union Chapel AME Church ",-,-,-,-,1,0.13
President and Vice President,Gloria La Riva,PSL,Pre 8 Sycamore Methodist Churc,-,-,-,-,1,0.19
President and Vice President,Gloria La Riva,PSL,Pre 9 Chattahoochee Recreation,-,-,-,-,1,0.08
President and Vice President,Gloria La Riva,PSL,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 11 Gretna Town Hall,-,-,-,-,1,0.08
President and Vice President,Gloria La Riva,PSL,Pre 12 Greensboro Town Hall,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 13 FAMU Research Center,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 14 Shiloh Church,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 15 St. James Baptist Churc,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,"Pre 16 National Guard Armory  ",0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 18 St. Matthew Primitive B,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 19 Hopewell Church,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 20 Assembly of God,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,"Pre 21 Green Shade AME Church ",0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Pre 23 New Direction Christian,-,-,-,-,2,0.36
President and Vice President,Gloria La Riva,PSL,Pre 24 St. Joseph Missionary B,-,-,-,-,1,0.28
President and Vice President,Gloria La Riva,PSL,Pre 25 Elizabeth AME Church,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 1 Centenary United Methodi,-,-,-,-,3,0.26
President and Vice President,Howie Hawkins,GRE,Pre 2 Havana Public Library,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 3 Concordia Baptist Church,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 4 Eugene Lamb Recreation C,-,-,-,-,1,0.04
President and Vice President,Howie Hawkins,GRE,Pre 5 Quincy Recreation Center,-,-,-,-,1,0.05
President and Vice President,Howie Hawkins,GRE,Pre 6 Wetumpka Fire Department,-,-,-,-,2,0.20
President and Vice President,Howie Hawkins,GRE,"Pre 7 Union Chapel AME Church ",-,-,-,-,2,0.26
President and Vice President,Howie Hawkins,GRE,Pre 8 Sycamore Methodist Churc,-,-,-,-,1,0.19
President and Vice President,Howie Hawkins,GRE,Pre 9 Chattahoochee Recreation,-,-,-,-,1,0.08
President and Vice President,Howie Hawkins,GRE,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 11 Gretna Town Hall,-,-,-,-,2,0.16
President and Vice President,Howie Hawkins,GRE,Pre 12 Greensboro Town Hall,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 13 FAMU Research Center,-,-,-,-,1,0.09
President and Vice President,Howie Hawkins,GRE,Pre 14 Shiloh Church,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 15 St. James Baptist Churc,-,-,-,-,2,0.20
President and Vice President,Howie Hawkins,GRE,"Pre 16 National Guard Armory  ",-,-,-,-,2,0.24
President and Vice President,Howie Hawkins,GRE,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 18 St. Matthew Primitive B,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 19 Hopewell Church,-,-,-,-,2,0.18
President and Vice President,Howie Hawkins,GRE,Pre 20 Assembly of God,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,"Pre 21 Green Shade AME Church ",-,-,-,-,1,0.24
President and Vice President,Howie Hawkins,GRE,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 23 New Direction Christian,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 24 St. Joseph Missionary B,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Pre 25 Elizabeth AME Church,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 1 Centenary United Methodi,-,-,-,-,4,0.34
President and Vice President,Don Blankenship,CPF,Pre 2 Havana Public Library,-,-,-,-,3,0.16
President and Vice President,Don Blankenship,CPF,Pre 3 Concordia Baptist Church,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 5 Quincy Recreation Center,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 6 Wetumpka Fire Department,-,-,-,-,1,0.10
President and Vice President,Don Blankenship,CPF,"Pre 7 Union Chapel AME Church ",0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 9 Chattahoochee Recreation,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 11 Gretna Town Hall,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 12 Greensboro Town Hall,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 13 FAMU Research Center,-,-,-,-,1,0.09
President and Vice President,Don Blankenship,CPF,Pre 14 Shiloh Church,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 15 St. James Baptist Churc,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,"Pre 16 National Guard Armory  ",0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 18 St. Matthew Primitive B,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 19 Hopewell Church,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 20 Assembly of God,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,"Pre 21 Green Shade AME Church ",0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 23 New Direction Christian,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 24 St. Joseph Missionary B,0,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Pre 25 Elizabeth AME Church,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 1 Centenary United Methodi,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 2 Havana Public Library,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 3 Concordia Baptist Church,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 5 Quincy Recreation Center,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 6 Wetumpka Fire Department,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,"Pre 7 Union Chapel AME Church ",0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 8 Sycamore Methodist Churc,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 9 Chattahoochee Recreation,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 11 Gretna Town Hall,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 12 Greensboro Town Hall,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 13 FAMU Research Center,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 14 Shiloh Church,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 15 St. James Baptist Churc,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,"Pre 16 National Guard Armory  ",0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,"Pre 17 New Bethel AME Church  ",0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 18 St. Matthew Primitive B,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 19 Hopewell Church,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 20 Assembly of God,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,"Pre 21 Green Shade AME Church ",0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 22 Second Elizabeth Church,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 23 New Direction Christian,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 24 St. Joseph Missionary B,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,Pre 25 Elizabeth AME Church,0,0,0,0,0,0.00
Representative in Congress,Gary Adler,REP,Pre 1 Centenary United Methodi,0,99,199,117,415,35.35
Representative in Congress,Gary Adler,REP,Pre 2 Havana Public Library,0,115,341,87,543,29.04
Representative in Congress,Gary Adler,REP,Pre 3 Concordia Baptist Church,0,86,244,139,469,54.47
Representative in Congress,Gary Adler,REP,Pre 4 Eugene Lamb Recreation C,0,79,179,62,320,13.59
Representative in Congress,Gary Adler,REP,Pre 5 Quincy Recreation Center,0,62,59,36,157,7.38
Representative in Congress,Gary Adler,REP,Pre 6 Wetumpka Fire Department,0,99,198,318,615,60.65
Representative in Congress,Gary Adler,REP,"Pre 7 Union Chapel AME Church ",-,-,-,-,198,26.09
Representative in Congress,Gary Adler,REP,Pre 8 Sycamore Methodist Churc,0,56,105,160,321,60.23
Representative in Congress,Gary Adler,REP,Pre 9 Chattahoochee Recreation,0,108,256,90,454,35.83
Representative in Congress,Gary Adler,REP,Pre 10 Mt. Pleasant Fire Depar,-,-,-,-,124,30.02
Representative in Congress,Gary Adler,REP,Pre 11 Gretna Town Hall,0,53,77,60,190,15.65
Representative in Congress,Gary Adler,REP,Pre 12 Greensboro Town Hall,-,-,-,-,279,45.51
Representative in Congress,Gary Adler,REP,Pre 13 FAMU Research Center,-,-,-,-,59,5.25
Representative in Congress,Gary Adler,REP,Pre 14 Shiloh Church,0,44,184,90,318,41.41
Representative in Congress,Gary Adler,REP,Pre 15 St. James Baptist Churc,0,121,314,218,653,64.65
Representative in Congress,Gary Adler,REP,"Pre 16 National Guard Armory  ",-,-,-,-,115,14.02
Representative in Congress,Gary Adler,REP,"Pre 17 New Bethel AME Church  ",-,-,-,-,48,5.73
Representative in Congress,Gary Adler,REP,Pre 18 St. Matthew Primitive B,-,-,-,-,146,18.20
Representative in Congress,Gary Adler,REP,Pre 19 Hopewell Church,0,127,326,101,554,50.41
Representative in Congress,Gary Adler,REP,Pre 20 Assembly of God,0,75,237,92,404,48.33
Representative in Congress,Gary Adler,REP,"Pre 21 Green Shade AME Church ",0,30,75,53,158,37.26
Representative in Congress,Gary Adler,REP,Pre 22 Second Elizabeth Church,-,-,-,-,109,20.45
Representative in Congress,Gary Adler,REP,Pre 23 New Direction Christian,0,43,67,45,155,28.08
Representative in Congress,Gary Adler,REP,Pre 24 St. Joseph Missionary B,-,-,-,-,8,2.25
Representative in Congress,Gary Adler,REP,Pre 25 Elizabeth AME Church,-,-,-,-,63,21.00
Representative in Congress,Al Lawson,DEM,Pre 1 Centenary United Methodi,0,325,319,115,759,64.65
Representative in Congress,Al Lawson,DEM,Pre 2 Havana Public Library,0,542,594,191,1327,70.96
Representative in Congress,Al Lawson,DEM,Pre 3 Concordia Baptist Church,0,146,173,73,392,45.53
Representative in Congress,Al Lawson,DEM,Pre 4 Eugene Lamb Recreation C,-,-,-,-,2034,86.41
Representative in Congress,Al Lawson,DEM,Pre 5 Quincy Recreation Center,0,825,811,334,1970,92.62
Representative in Congress,Al Lawson,DEM,Pre 6 Wetumpka Fire Department,0,142,119,138,399,39.35
Representative in Congress,Al Lawson,DEM,"Pre 7 Union Chapel AME Church ",0,211,184,166,561,73.91
Representative in Congress,Al Lawson,DEM,Pre 8 Sycamore Methodist Churc,0,66,72,74,212,39.77
Representative in Congress,Al Lawson,DEM,Pre 9 Chattahoochee Recreation,0,301,359,153,813,64.17
Representative in Congress,Al Lawson,DEM,Pre 10 Mt. Pleasant Fire Depar,0,83,95,111,289,69.98
Representative in Congress,Al Lawson,DEM,Pre 11 Gretna Town Hall,0,363,393,268,1024,84.35
Representative in Congress,Al Lawson,DEM,Pre 12 Greensboro Town Hall,0,108,88,138,334,54.49
Representative in Congress,Al Lawson,DEM,Pre 13 FAMU Research Center,-,-,-,-,1064,94.75
Representative in Congress,Al Lawson,DEM,Pre 14 Shiloh Church,0,156,193,101,450,58.59
Representative in Congress,Al Lawson,DEM,Pre 15 St. James Baptist Churc,0,158,141,58,357,35.35
Representative in Congress,Al Lawson,DEM,"Pre 16 National Guard Armory  ",-,-,-,-,705,85.98
Representative in Congress,Al Lawson,DEM,"Pre 17 New Bethel AME Church  ",-,-,-,-,789,94.27
Representative in Congress,Al Lawson,DEM,Pre 18 St. Matthew Primitive B,-,-,-,-,656,81.80
Representative in Congress,Al Lawson,DEM,Pre 19 Hopewell Church,0,220,252,73,545,49.59
Representative in Congress,Al Lawson,DEM,Pre 20 Assembly of God,-,-,-,-,432,51.67
Representative in Congress,Al Lawson,DEM,"Pre 21 Green Shade AME Church ",0,113,93,60,266,62.74
Representative in Congress,Al Lawson,DEM,Pre 22 Second Elizabeth Church,-,-,-,-,424,79.55
Representative in Congress,Al Lawson,DEM,Pre 23 New Direction Christian,0,137,168,92,397,71.92
Representative in Congress,Al Lawson,DEM,Pre 24 St. Joseph Missionary B,0,112,114,121,347,97.75
Representative in Congress,Al Lawson,DEM,Pre 25 Elizabeth AME Church,0,88,90,59,237,79.00
State Senator,Marva Harris Preston,REP,Pre 1 Centenary United Methodi,0,126,218,133,477,41.51
State Senator,Marva Harris Preston,REP,Pre 2 Havana Public Library,0,154,372,97,623,33.97
State Senator,Marva Harris Preston,REP,Pre 3 Concordia Baptist Church,0,85,257,142,484,56.48
State Senator,Marva Harris Preston,REP,Pre 4 Eugene Lamb Recreation C,0,101,227,81,409,17.66
State Senator,Marva Harris Preston,REP,Pre 5 Quincy Recreation Center,0,97,114,60,271,13.27
State Senator,Marva Harris Preston,REP,Pre 6 Wetumpka Fire Department,0,100,213,343,656,66.00
State Senator,Marva Harris Preston,REP,"Pre 7 Union Chapel AME Church ",-,-,-,-,229,30.90
State Senator,Marva Harris Preston,REP,Pre 8 Sycamore Methodist Churc,0,60,112,171,343,65.71
State Senator,Marva Harris Preston,REP,Pre 9 Chattahoochee Recreation,0,139,279,112,530,42.85
State Senator,Marva Harris Preston,REP,Pre 10 Mt. Pleasant Fire Depar,0,31,52,62,145,35.63
State Senator,Marva Harris Preston,REP,Pre 11 Gretna Town Hall,0,64,94,80,238,20.26
State Senator,Marva Harris Preston,REP,Pre 12 Greensboro Town Hall,-,-,-,-,313,52.25
State Senator,Marva Harris Preston,REP,Pre 13 FAMU Research Center,-,-,-,-,110,10.05
State Senator,Marva Harris Preston,REP,Pre 14 Shiloh Church,0,50,195,104,349,45.56
State Senator,Marva Harris Preston,REP,Pre 15 St. James Baptist Churc,0,122,319,224,665,67.04
State Senator,Marva Harris Preston,REP,"Pre 16 National Guard Armory  ",0,34,69,59,162,20.28
State Senator,Marva Harris Preston,REP,"Pre 17 New Bethel AME Church  ",-,-,-,-,83,10.13
State Senator,Marva Harris Preston,REP,Pre 18 St. Matthew Primitive B,0,31,83,54,168,21.79
State Senator,Marva Harris Preston,REP,Pre 19 Hopewell Church,0,131,344,114,589,54.29
State Senator,Marva Harris Preston,REP,Pre 20 Assembly of God,-,-,-,-,424,51.58
