Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,"Biden, Joe R.",DEM,Precinct 1,-,-,-,-,1593,37.48
President and Vice President,"Biden, Joe R.",DEM,Precinct 6,-,-,-,-,1032,56.61
President and Vice President,"Biden, Joe R.",DEM,Precinct 7,-,-,-,-,1085,66.12
President and Vice President,"Biden, Joe R.",DEM,Precinct 8,0,540,266,121,927,35.13
President and Vice President,"Biden, Joe R.",DEM,Precinct 9,0,723,198,98,1019,37.49
President and Vice President,"Biden, Joe R.",DEM,Precinct 10,0,108,73,31,212,48.85
President and Vice President,"Biden, Joe R.",DEM,Precinct 11,0,440,299,69,808,43.51
President and Vice President,"Biden, Joe R.",DEM,Precinct 12,0,870,320,109,1299,31.43
President and Vice President,"Biden, Joe R.",DEM,Precinct 13,0,533,439,140,1112,46.01
President and Vice President,"Biden, Joe R.",DEM,Precinct 14,-,-,-,-,1812,87.16
President and Vice President,"Biden, Joe R.",DEM,Precinct 15,-,-,-,-,1167,35.39
President and Vice President,"Biden, Joe R.",DEM,Precinct 16,0,812,241,171,1224,37.24
President and Vice President,"Biden, Joe R.",DEM,Precinct 17,-,-,-,-,1935,94.67
President and Vice President,"Biden, Joe R.",DEM,Precinct 18,0,487,401,216,1104,92.46
President and Vice President,"Biden, Joe R.",DEM,Precinct 19,-,-,-,-,1400,75.39
President and Vice President,"Biden, Joe R.",DEM,Precinct 20,0,244,84,52,380,42.46
President and Vice President,"Biden, Joe R.",DEM,Precinct 21,0,693,277,166,1136,44.29
President and Vice President,"Biden, Joe R.",DEM,Precinct 22,-,-,-,-,1620,46.25
President and Vice President,"Biden, Joe R.",DEM,Precinct 23,-,-,-,-,1537,50.16
President and Vice President,"Biden, Joe R.",DEM,Precinct 24,-,-,-,-,1166,86.12
President and Vice President,"Biden, Joe R.",DEM,Precinct 25,-,-,-,-,1638,51.77
President and Vice President,"Biden, Joe R.",DEM,Precinct 26,0,969,670,168,1807,50.77
President and Vice President,"Biden, Joe R.",DEM,Precinct 28,0,269,136,36,441,22.84
President and Vice President,"Biden, Joe R.",DEM,Precinct 29,-,-,-,-,210,34.04
President and Vice President,"Biden, Joe R.",DEM,Precinct 31,0,393,37,131,561,36.10
President and Vice President,"Biden, Joe R.",DEM,Precinct 33,-,-,-,-,121,37.93
President and Vice President,"Biden, Joe R.",DEM,Precinct 35,0,421,301,85,807,51.66
President and Vice President,"Biden, Joe R.",DEM,Precinct 36,0,431,241,79,751,48.55
President and Vice President,"Biden, Joe R.",DEM,Precinct 37,0,1274,948,284,2506,54.21
President and Vice President,"Biden, Joe R.",DEM,Precinct 38,-,-,-,-,621,47.08
President and Vice President,"Biden, Joe R.",DEM,Precinct 39,0,493,165,132,790,44.43
President and Vice President,"Biden, Joe R.",DEM,Precinct 40,0,333,290,206,829,52.70
President and Vice President,"Biden, Joe R.",DEM,Precinct 41,-,-,-,-,1643,48.22
President and Vice President,"Biden, Joe R.",DEM,Precinct 42,-,-,-,-,1793,40.80
President and Vice President,"Biden, Joe R.",DEM,Precinct 43,0,1023,310,119,1452,36.18
President and Vice President,"Biden, Joe R.",DEM,Precinct 45,0,528,307,93,928,44.64
President and Vice President,"Biden, Joe R.",DEM,Precinct 46,-,-,-,-,1579,52.39
President and Vice President,"Biden, Joe R.",DEM,Precinct 47,-,-,-,-,1481,52.89
President and Vice President,"Biden, Joe R.",DEM,Precinct 49,0,1217,738,189,2144,49.73
President and Vice President,"Biden, Joe R.",DEM,Precinct 50,-,-,-,-,3751,53.43
President and Vice President,"Biden, Joe R.",DEM,Precinct 51,-,-,-,-,1869,55.18
President and Vice President,"Biden, Joe R.",DEM,Precinct 52,-,-,-,-,665,39.68
President and Vice President,"Biden, Joe R.",DEM,Precinct 53,0,894,504,169,1567,46.60
President and Vice President,"Biden, Joe R.",DEM,Precinct 56,0,619,339,127,1085,46.15
President and Vice President,"Biden, Joe R.",DEM,Precinct 60,-,-,-,-,140,30.50
President and Vice President,"Biden, Joe R.",DEM,Precinct 63,-,-,-,-,65,47.10
President and Vice President,"Biden, Joe R.",DEM,Precinct 65,-,-,-,-,291,32.84
President and Vice President,"Biden, Joe R.",DEM,Precinct 66,0,389,261,54,704,39.57
President and Vice President,"Biden, Joe R.",DEM,Precinct 67,-,-,-,-,1153,45.36
President and Vice President,"Biden, Joe R.",DEM,Precinct 68,-,-,-,-,1758,56.49
President and Vice President,"Biden, Joe R.",DEM,Precinct 71,0,1522,959,285,2766,53.65
President and Vice President,"Biden, Joe R.",DEM,Precinct 73,-,-,-,-,2520,52.01
President and Vice President,"Biden, Joe R.",DEM,Precinct 74,0,559,142,178,879,40.96
President and Vice President,"Biden, Joe R.",DEM,Precinct 75,0,482,376,110,968,50.36
President and Vice President,"Biden, Joe R.",DEM,Precinct 82,0,908,450,143,1501,45.99
President and Vice President,"Biden, Joe R.",DEM,Precinct 83,-,-,-,-,3636,56.31
President and Vice President,"Biden, Joe R.",DEM,Precinct 84,-,-,-,-,2228,49.60
President and Vice President,"Biden, Joe R.",DEM,Precinct 85,-,-,-,-,5218,50.35
President and Vice President,"Biden, Joe R.",DEM,Precinct 86,0,656,222,78,956,40.15
President and Vice President,"Biden, Joe R.",DEM,Precinct 89,0,3012,1144,271,4427,47.63
President and Vice President,"Biden, Joe R.",DEM,Precinct 91,-,-,-,-,285,53.98
President and Vice President,"Biden, Joe R.",DEM,Precinct 92,-,-,-,-,34,21.52
President and Vice President,"Biden, Joe R.",DEM,Precinct 93,-,-,-,-,1,20.00
President and Vice President,"Biden, Joe R.",DEM,Precinct 94,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 1,-,-,-,-,22,0.52
President and Vice President,Jo Jorgensen,LPF,Precinct 6,-,-,-,-,12,0.66
President and Vice President,Jo Jorgensen,LPF,Precinct 7,-,-,-,-,6,0.37
President and Vice President,Jo Jorgensen,LPF,Precinct 8,-,-,-,-,20,0.76
President and Vice President,Jo Jorgensen,LPF,Precinct 9,-,-,-,-,12,0.44
President and Vice President,Jo Jorgensen,LPF,Precinct 10,-,-,-,-,2,0.46
President and Vice President,Jo Jorgensen,LPF,Precinct 11,-,-,-,-,14,0.75
President and Vice President,Jo Jorgensen,LPF,Precinct 12,-,-,-,-,24,0.58
President and Vice President,Jo Jorgensen,LPF,Precinct 13,-,-,-,-,14,0.58
President and Vice President,Jo Jorgensen,LPF,Precinct 14,-,-,-,-,9,0.43
President and Vice President,Jo Jorgensen,LPF,Precinct 15,-,-,-,-,5,0.15
President and Vice President,Jo Jorgensen,LPF,Precinct 16,-,-,-,-,10,0.30
President and Vice President,Jo Jorgensen,LPF,Precinct 17,-,-,-,-,3,0.15
President and Vice President,Jo Jorgensen,LPF,Precinct 18,-,-,-,-,2,0.17
President and Vice President,Jo Jorgensen,LPF,Precinct 19,-,-,-,-,10,0.54
President and Vice President,Jo Jorgensen,LPF,Precinct 20,-,-,-,-,3,0.34
President and Vice President,Jo Jorgensen,LPF,Precinct 21,-,-,-,-,11,0.43
President and Vice President,Jo Jorgensen,LPF,Precinct 22,-,-,-,-,17,0.49
President and Vice President,Jo Jorgensen,LPF,Precinct 23,-,-,-,-,21,0.69
President and Vice President,Jo Jorgensen,LPF,Precinct 24,-,-,-,-,3,0.22
President and Vice President,Jo Jorgensen,LPF,Precinct 25,-,-,-,-,15,0.47
President and Vice President,Jo Jorgensen,LPF,Precinct 26,-,-,-,-,25,0.70
President and Vice President,Jo Jorgensen,LPF,Precinct 28,-,-,-,-,6,0.31
President and Vice President,Jo Jorgensen,LPF,Precinct 29,-,-,-,-,2,0.32
President and Vice President,Jo Jorgensen,LPF,Precinct 31,-,-,-,-,1,0.06
President and Vice President,Jo Jorgensen,LPF,Precinct 33,-,-,-,-,1,0.31
President and Vice President,Jo Jorgensen,LPF,Precinct 35,-,-,-,-,8,0.51
President and Vice President,Jo Jorgensen,LPF,Precinct 36,-,-,-,-,13,0.84
President and Vice President,Jo Jorgensen,LPF,Precinct 37,-,-,-,-,31,0.67
President and Vice President,Jo Jorgensen,LPF,Precinct 38,-,-,-,-,5,0.38
President and Vice President,Jo Jorgensen,LPF,Precinct 39,-,-,-,-,2,0.11
President and Vice President,Jo Jorgensen,LPF,Precinct 40,-,-,-,-,12,0.76
President and Vice President,Jo Jorgensen,LPF,Precinct 41,-,-,-,-,31,0.91
President and Vice President,Jo Jorgensen,LPF,Precinct 42,-,-,-,-,14,0.32
President and Vice President,Jo Jorgensen,LPF,Precinct 43,-,-,-,-,10,0.25
President and Vice President,Jo Jorgensen,LPF,Precinct 45,-,-,-,-,13,0.63
President and Vice President,Jo Jorgensen,LPF,Precinct 46,-,-,-,-,10,0.33
President and Vice President,Jo Jorgensen,LPF,Precinct 47,-,-,-,-,14,0.50
President and Vice President,Jo Jorgensen,LPF,Precinct 49,-,-,-,-,22,0.51
President and Vice President,Jo Jorgensen,LPF,Precinct 50,-,-,-,-,26,0.37
President and Vice President,Jo Jorgensen,LPF,Precinct 51,-,-,-,-,22,0.65
President and Vice President,Jo Jorgensen,LPF,Precinct 52,-,-,-,-,6,0.36
President and Vice President,Jo Jorgensen,LPF,Precinct 53,-,-,-,-,19,0.56
President and Vice President,Jo Jorgensen,LPF,Precinct 56,-,-,-,-,21,0.89
President and Vice President,Jo Jorgensen,LPF,Precinct 60,-,-,-,-,3,0.65
President and Vice President,Jo Jorgensen,LPF,Precinct 63,-,-,-,-,2,1.45
President and Vice President,Jo Jorgensen,LPF,Precinct 65,-,-,-,-,2,0.23
President and Vice President,Jo Jorgensen,LPF,Precinct 66,-,-,-,-,7,0.39
President and Vice President,Jo Jorgensen,LPF,Precinct 67,-,-,-,-,4,0.16
President and Vice President,Jo Jorgensen,LPF,Precinct 68,-,-,-,-,20,0.64
President and Vice President,Jo Jorgensen,LPF,Precinct 71,-,-,-,-,31,0.60
President and Vice President,Jo Jorgensen,LPF,Precinct 73,-,-,-,-,15,0.31
President and Vice President,Jo Jorgensen,LPF,Precinct 74,-,-,-,-,1,0.05
President and Vice President,Jo Jorgensen,LPF,Precinct 75,-,-,-,-,10,0.52
President and Vice President,Jo Jorgensen,LPF,Precinct 82,-,-,-,-,14,0.43
President and Vice President,Jo Jorgensen,LPF,Precinct 83,-,-,-,-,21,0.33
President and Vice President,Jo Jorgensen,LPF,Precinct 84,-,-,-,-,28,0.62
President and Vice President,Jo Jorgensen,LPF,Precinct 85,-,-,-,-,29,0.28
President and Vice President,Jo Jorgensen,LPF,Precinct 86,-,-,-,-,7,0.29
President and Vice President,Jo Jorgensen,LPF,Precinct 89,-,-,-,-,23,0.25
President and Vice President,Jo Jorgensen,LPF,Precinct 91,-,-,-,-,2,0.38
President and Vice President,Jo Jorgensen,LPF,Precinct 92,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 93,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 94,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 1,-,-,-,-,2,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 6,-,-,-,-,2,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 7,-,-,-,-,2,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 8,-,-,-,-,1,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 9,-,-,-,-,1,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 10,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 11,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 12,-,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 13,-,-,-,-,1,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 14,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 15,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 16,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 17,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 18,-,-,-,-,2,0.17
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 19,-,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 20,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 21,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 22,-,-,-,-,2,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 23,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 24,-,-,-,-,1,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 25,-,-,-,-,3,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 26,-,-,-,-,2,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 28,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 29,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 31,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 33,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 35,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 36,-,-,-,-,1,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 37,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 38,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 39,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 40,-,-,-,-,1,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 41,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 42,-,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 43,-,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 45,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 46,-,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 47,-,-,-,-,3,0.11
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 49,-,-,-,-,2,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 50,-,-,-,-,3,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 51,-,-,-,-,4,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 52,-,-,-,-,2,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 53,-,-,-,-,2,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 56,-,-,-,-,2,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 60,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 63,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 65,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 66,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 67,-,-,-,-,2,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 68,-,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 71,-,-,-,-,5,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 73,-,-,-,-,2,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 74,-,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 75,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 82,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 83,-,-,-,-,3,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 84,-,-,-,-,4,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 85,-,-,-,-,4,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 86,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 89,-,-,-,-,2,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 91,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 92,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 93,0,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 94,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 1,-,-,-,-,3,0.07
President and Vice President,Gloria La Riva,PSL,Precinct 6,-,-,-,-,3,0.16
President and Vice President,Gloria La Riva,PSL,Precinct 7,-,-,-,-,2,0.12
President and Vice President,Gloria La Riva,PSL,Precinct 8,-,-,-,-,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 9,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 10,-,-,-,-,2,0.46
President and Vice President,Gloria La Riva,PSL,Precinct 11,-,-,-,-,2,0.11
President and Vice President,Gloria La Riva,PSL,Precinct 12,-,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 13,-,-,-,-,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 14,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 15,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 16,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 17,-,-,-,-,4,0.20
President and Vice President,Gloria La Riva,PSL,Precinct 18,-,-,-,-,1,0.08
President and Vice President,Gloria La Riva,PSL,Precinct 19,-,-,-,-,1,0.05
President and Vice President,Gloria La Riva,PSL,Precinct 20,-,-,-,-,1,0.11
President and Vice President,Gloria La Riva,PSL,Precinct 21,-,-,-,-,2,0.08
President and Vice President,Gloria La Riva,PSL,Precinct 22,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 23,-,-,-,-,3,0.10
President and Vice President,Gloria La Riva,PSL,Precinct 24,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 25,-,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 26,-,-,-,-,2,0.06
President and Vice President,Gloria La Riva,PSL,Precinct 28,-,-,-,-,1,0.05
President and Vice President,Gloria La Riva,PSL,Precinct 29,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 31,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 33,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 35,-,-,-,-,1,0.06
President and Vice President,Gloria La Riva,PSL,Precinct 36,-,-,-,-,3,0.19
President and Vice President,Gloria La Riva,PSL,Precinct 37,-,-,-,-,3,0.06
President and Vice President,Gloria La Riva,PSL,Precinct 38,-,-,-,-,1,0.08
President and Vice President,Gloria La Riva,PSL,Precinct 39,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 40,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 41,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 42,-,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 43,-,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 45,-,-,-,-,2,0.10
President and Vice President,Gloria La Riva,PSL,Precinct 46,-,-,-,-,5,0.17
President and Vice President,Gloria La Riva,PSL,Precinct 47,-,-,-,-,2,0.07
President and Vice President,Gloria La Riva,PSL,Precinct 49,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 50,-,-,-,-,3,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 51,-,-,-,-,3,0.09
President and Vice President,Gloria La Riva,PSL,Precinct 52,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 53,-,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 56,-,-,-,-,2,0.09
President and Vice President,Gloria La Riva,PSL,Precinct 60,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 63,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 65,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 66,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 67,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 68,-,-,-,-,3,0.10
President and Vice President,Gloria La Riva,PSL,Precinct 71,-,-,-,-,3,0.06
President and Vice President,Gloria La Riva,PSL,Precinct 73,-,-,-,-,6,0.12
President and Vice President,Gloria La Riva,PSL,Precinct 74,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 75,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 82,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 83,-,-,-,-,3,0.05
President and Vice President,Gloria La Riva,PSL,Precinct 84,-,-,-,-,3,0.07
President and Vice President,Gloria La Riva,PSL,Precinct 85,-,-,-,-,2,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 86,-,-,-,-,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 89,-,-,-,-,2,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 91,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 92,0,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 93,0,0,0,0,0,0.00
