Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Joseph R. Biden,DEM,Precinct 414,-,-,-,546,31.43
President and Vice President,Joseph R. Biden,DEM,Precinct 415,-,-,-,1577,40.06
President and Vice President,Joseph R. Biden,DEM,Precinct 416,-,-,-,1325,47.75
President and Vice President,Joseph R. Biden,DEM,Precinct 418,281,170,99,550,25.03
President and Vice President,Joseph R. Biden,DEM,Precinct 419,-,-,-,3624,68.94
President and Vice President,Joseph R. Biden,DEM,Precinct 420,324,151,31,506,55.91
President and Vice President,Joseph R. Biden,DEM,Precinct 421,426,278,70,774,48.38
President and Vice President,Joseph R. Biden,DEM,Precinct 501,171,145,73,389,91.53
President and Vice President,Joseph R. Biden,DEM,Precinct 502,-,-,-,42,77.78
President and Vice President,Joseph R. Biden,DEM,Precinct 503,-,-,-,141,65.28
President and Vice President,Joseph R. Biden,DEM,Precinct 504,536,456,132,1124,42.26
President and Vice President,Joseph R. Biden,DEM,Precinct 505,315,229,117,661,55.92
President and Vice President,Joseph R. Biden,DEM,Precinct 506,-,-,-,347,31.75
President and Vice President,Joseph R. Biden,DEM,Precinct 507,-,-,-,583,33.01
President and Vice President,Joseph R. Biden,DEM,Precinct 508,231,99,49,379,26.37
President and Vice President,Joseph R. Biden,DEM,Precinct 509,335,192,104,631,76.58
President and Vice President,Joseph R. Biden,DEM,Precinct 510,-,-,-,443,45.95
President and Vice President,Joseph R. Biden,DEM,Precinct 511,165,109,69,343,23.61
President and Vice President,Joseph R. Biden,DEM,Precinct 512,74,82,74,230,39.79
President and Vice President,Joseph R. Biden,DEM,Precinct 513,-,-,-,79,56.43
President and Vice President,Joseph R. Biden,DEM,Precinct 514,122,63,77,262,20.40
President and Vice President,Joseph R. Biden,DEM,Precinct 516,110,46,85,241,24.72
President and Vice President,Joseph R. Biden,DEM,Precinct 517,-,-,-,507,57.55
President and Vice President,Joseph R. Biden,DEM,Precinct 518,-,-,-,423,22.25
President and Vice President,Joseph R. Biden,DEM,Precinct 519,224,190,69,483,45.44
President and Vice President,Joseph R. Biden,DEM,Precinct 520,-,-,-,151,34.79
President and Vice President,Joseph R. Biden,DEM,Precinct 521,123,48,86,257,40.16
President and Vice President,Joseph R. Biden,DEM,Precinct 522,-,-,-,1130,44.31
President and Vice President,Joseph R. Biden,DEM,Precinct 523,176,220,68,464,76.57
President and Vice President,Joseph R. Biden,DEM,Precinct 524,428,202,92,722,35.37
President and Vice President,Joseph R. Biden,DEM,Precinct 525,-,-,-,91,32.62
President and Vice President,Joseph R. Biden,DEM,Precinct 526,423,141,74,638,36.17
President and Vice President,Joseph R. Biden,DEM,Precinct 527,-,-,-,862,48.08
President and Vice President,Joseph R. Biden,DEM,Precinct 528,-,-,-,385,76.85
President and Vice President,Joseph R. Biden,DEM,Precinct 529,636,308,156,1100,43.39
President and Vice President,Joseph R. Biden,DEM,Precinct 530,-,-,-,1111,45.85
President and Vice President,Joseph R. Biden,DEM,Precinct 531,145,68,49,262,31.60
President and Vice President,Joseph R. Biden,DEM,Precinct 532,-,-,-,532,47.08
President and Vice President,Joseph R. Biden,DEM,Precinct 533,-,-,-,748,36.94
President and Vice President,Joseph R. Biden,DEM,Precinct 534,103,33,65,201,22.33
President and Vice President,Joseph R. Biden,DEM,Precinct 535,-,-,-,203,28.04
President and Vice President,Joseph R. Biden,DEM,Precinct 536,-,-,-,298,24.09
President and Vice President,Joseph R. Biden,DEM,Precinct 537,-,-,-,503,22.84
President and Vice President,Joseph R. Biden,DEM,Precinct 538,-,-,-,241,36.02
President and Vice President,Joseph R. Biden,DEM,Precinct 539,209,80,122,411,39.14
President and Vice President,Joseph R. Biden,DEM,Precinct 540,-,-,-,230,21.10
President and Vice President,Joseph R. Biden,DEM,Precinct 541,-,-,-,3,16.67
President and Vice President,Joseph R. Biden,DEM,Precinct 542,-,-,-,647,28.28
President and Vice President,Jo Jorgensen,LPF,Precinct 101,-,-,-,16,0.80
President and Vice President,Jo Jorgensen,LPF,Precinct 102,-,-,-,6,0.58
President and Vice President,Jo Jorgensen,LPF,Precinct 103,-,-,-,19,0.55
President and Vice President,Jo Jorgensen,LPF,Precinct 104,-,-,-,18,0.73
President and Vice President,Jo Jorgensen,LPF,Precinct 105,-,-,-,10,0.58
President and Vice President,Jo Jorgensen,LPF,Precinct 106,-,-,-,15,1.20
President and Vice President,Jo Jorgensen,LPF,Precinct 107,-,-,-,29,0.79
President and Vice President,Jo Jorgensen,LPF,Precinct 108,-,-,-,11,0.95
President and Vice President,Jo Jorgensen,LPF,Precinct 109,-,-,-,24,0.53
President and Vice President,Jo Jorgensen,LPF,Precinct 110,-,-,-,42,1.23
President and Vice President,Jo Jorgensen,LPF,Precinct 111,-,-,-,44,0.78
President and Vice President,Jo Jorgensen,LPF,Precinct 112,-,-,-,17,0.50
President and Vice President,Jo Jorgensen,LPF,Precinct 113,-,-,-,9,0.74
President and Vice President,Jo Jorgensen,LPF,Precinct 114,-,-,-,40,1.17
President and Vice President,Jo Jorgensen,LPF,Precinct 115,-,-,-,30,1.02
President and Vice President,Jo Jorgensen,LPF,Precinct 116,-,-,-,10,0.92
President and Vice President,Jo Jorgensen,LPF,Precinct 117,-,-,-,35,0.77
