Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,UNDER VOTES,STATS,504,-,-,-,8,0.24
Representative in Congress District 4,John H. Rutherford,REP,101,261,611,185,1057,46.58
Representative in Congress District 4,John H. Rutherford,REP,102,990,1820,415,3225,57.84
Representative in Congress District 4,John H. Rutherford,REP,201,1107,1816,460,3383,62.42
Representative in Congress District 4,John H. Rutherford,REP,202,1212,1240,249,2701,66.14
Representative in Congress District 4,John H. Rutherford,REP,203,544,1119,708,2371,72.29
Representative in Congress District 4,John H. Rutherford,REP,204,1148,2501,539,4188,67.55
Representative in Congress District 4,John H. Rutherford,REP,301,619,1536,269,2424,70.32
Representative in Congress District 4,John H. Rutherford,REP,302,705,2030,491,3226,72.46
Representative in Congress District 4,John H. Rutherford,REP,303,531,1742,522,2795,75.05
Representative in Congress District 4,John H. Rutherford,REP,401,655,2891,533,4079,84.80
Representative in Congress District 4,John H. Rutherford,REP,402,166,840,171,1177,92.97
Representative in Congress District 4,John H. Rutherford,REP,403,423,1208,707,2338,90.20
Representative in Congress District 4,John H. Rutherford,REP,501,348,1126,250,1724,66.95
Representative in Congress District 4,John H. Rutherford,REP,503,722,3135,631,4488,83.93
Representative in Congress District 4,John H. Rutherford,REP,504,484,1881,501,2866,88.27
Representative in Congress District 4,Donna Deegan,DEM,101,570,467,174,1211,53.37
Representative in Congress District 4,Donna Deegan,DEM,102,1216,975,157,2348,42.11
Representative in Congress District 4,Donna Deegan,DEM,201,1168,745,123,2036,37.56
Representative in Congress District 4,Donna Deegan,DEM,202,897,427,59,1383,33.86
Representative in Congress District 4,Donna Deegan,DEM,203,441,321,144,906,27.62
Representative in Congress District 4,Donna Deegan,DEM,204,1054,846,107,2007,32.37
Representative in Congress District 4,Donna Deegan,DEM,301,507,442,72,1021,29.62
Representative in Congress District 4,Donna Deegan,DEM,302,515,596,115,1226,27.54
Representative in Congress District 4,Donna Deegan,DEM,303,423,362,138,923,24.79
Representative in Congress District 4,Donna Deegan,DEM,401,288,356,86,730,15.18
Representative in Congress District 4,Donna Deegan,DEM,402,-,-,-,89,7.03
Representative in Congress District 4,Donna Deegan,DEM,403,122,92,40,254,9.80
Representative in Congress District 4,Donna Deegan,DEM,501,325,443,82,850,33.01
Representative in Congress District 4,Donna Deegan,DEM,503,288,479,90,857,16.03
Representative in Congress District 4,Donna Deegan,DEM,504,147,182,52,381,11.73
Representative in Congress District 4,WRITE-IN,,101,-,-,-,1,0.04
Representative in Congress District 4,WRITE-IN,,102,-,-,-,3,0.05
Representative in Congress District 4,WRITE-IN,,201,-,-,-,1,0.02
Representative in Congress District 4,WRITE-IN,,202,0,0,0,0,0.00
Representative in Congress District 4,WRITE-IN,,203,-,-,-,3,0.09
Representative in Congress District 4,WRITE-IN,,204,-,-,-,5,0.08
Representative in Congress District 4,WRITE-IN,,301,-,-,-,2,0.06
Representative in Congress District 4,WRITE-IN,,302,0,0,0,0,0.00
Representative in Congress District 4,WRITE-IN,,303,-,-,-,6,0.16
Representative in Congress District 4,WRITE-IN,,401,-,-,-,1,0.02
Representative in Congress District 4,WRITE-IN,,402,0,0,0,0,0.00
Representative in Congress District 4,WRITE-IN,,403,0,0,0,0,0.00
Representative in Congress District 4,WRITE-IN,,501,-,-,-,1,0.04
Representative in Congress District 4,WRITE-IN,,503,-,-,-,2,0.04
Representative in Congress District 4,WRITE-IN,,504,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,101,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,102,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,201,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,202,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,203,-,-,-,2,0.06
Representative in Congress District 4,OVER VOTES,STATS,204,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,301,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,302,-,-,-,1,0.02
Representative in Congress District 4,OVER VOTES,STATS,303,-,-,-,1,0.03
Representative in Congress District 4,OVER VOTES,STATS,401,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,402,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,403,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,501,0,0,0,0,0.00
Representative in Congress District 4,OVER VOTES,STATS,503,-,-,-,1,0.02
Representative in Congress District 4,OVER VOTES,STATS,504,0,0,0,0,0.00
Representative in Congress District 4,UNDER VOTES,STATS,101,-,-,-,49,2.16
Representative in Congress District 4,UNDER VOTES,STATS,102,-,-,-,97,1.74
Representative in Congress District 4,UNDER VOTES,STATS,201,-,-,-,66,1.22
Representative in Congress District 4,UNDER VOTES,STATS,202,-,-,-,44,1.08
Representative in Congress District 4,UNDER VOTES,STATS,203,-,-,-,43,1.31
Representative in Congress District 4,UNDER VOTES,STATS,204,-,-,-,83,1.34
Representative in Congress District 4,UNDER VOTES,STATS,301,-,-,-,54,1.57
Representative in Congress District 4,UNDER VOTES,STATS,302,-,-,-,67,1.50
Representative in Congress District 4,UNDER VOTES,STATS,303,-,-,-,65,1.75
Representative in Congress District 4,UNDER VOTES,STATS,401,-,-,-,69,1.43
Representative in Congress District 4,UNDER VOTES,STATS,402,-,-,-,20,1.58
Representative in Congress District 4,UNDER VOTES,STATS,403,-,-,-,26,1.00
Representative in Congress District 4,UNDER VOTES,STATS,501,-,-,-,28,1.09
Representative in Congress District 4,UNDER VOTES,STATS,503,-,-,-,60,1.12
Representative in Congress District 4,UNDER VOTES,STATS,504,-,-,-,41,1.26
State Representative District 11,Cord Byrd,REP,101,281,619,188,1088,48.81
State Representative District 11,Cord Byrd,REP,102,1020,1847,431,3298,60.26
State Representative District 11,Cord Byrd,REP,201,1155,1828,463,3446,64.74
State Representative District 11,Cord Byrd,REP,202,1245,1256,243,2744,68.19
State Representative District 11,Cord Byrd,REP,203,550,1127,713,2390,74.06
State Representative District 11,Cord Byrd,REP,204,1178,2507,532,4217,68.97
State Representative District 11,Cord Byrd,REP,301,637,1547,263,2447,71.74
State Representative District 11,Cord Byrd,REP,302,718,2051,482,3251,74.16
State Representative District 11,Cord Byrd,REP,303,534,1747,522,2803,76.50
State Representative District 11,Cord Byrd,REP,401,684,2848,527,4059,85.74
State Representative District 11,Cord Byrd,REP,402,164,829,168,1161,93.40
State Representative District 11,Cord Byrd,REP,403,413,1189,700,2302,90.56
State Representative District 11,Cord Byrd,REP,501,360,1132,254,1746,68.93
State Representative District 11,Cord Byrd,REP,503,709,3103,622,4434,84.57
State Representative District 11,Cord Byrd,REP,504,481,1861,496,2838,89.08
State Representative District 11,Joshua Hicks,DEM,101,539,444,158,1141,51.19
State Representative District 11,Joshua Hicks,DEM,102,1138,906,131,2175,39.74
State Representative District 11,Joshua Hicks,DEM,201,1076,696,105,1877,35.26
State Representative District 11,Joshua Hicks,DEM,202,829,393,58,1280,31.81
State Representative District 11,Joshua Hicks,DEM,203,413,296,128,837,25.94
State Representative District 11,Joshua Hicks,DEM,204,993,800,104,1897,31.03
State Representative District 11,Joshua Hicks,DEM,301,478,415,71,964,28.26
State Representative District 11,Joshua Hicks,DEM,302,476,546,111,1133,25.84
State Representative District 11,Joshua Hicks,DEM,303,402,333,126,861,23.50
State Representative District 11,Joshua Hicks,DEM,401,245,349,81,675,14.26
State Representative District 11,Joshua Hicks,DEM,402,-,-,-,82,6.60
State Representative District 11,Joshua Hicks,DEM,403,122,82,36,240,9.44
State Representative District 11,Joshua Hicks,DEM,501,298,422,67,787,31.07
State Representative District 11,Joshua Hicks,DEM,503,278,446,85,809,15.43
State Representative District 11,Joshua Hicks,DEM,504,134,167,47,348,10.92
State Representative District 11,OVER VOTES,STATS,101,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,102,-,-,-,1,0.02
State Representative District 11,OVER VOTES,STATS,201,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,202,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,203,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,204,-,-,-,2,0.03
State Representative District 11,OVER VOTES,STATS,301,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,302,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,303,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,401,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,402,-,-,-,1,0.08
State Representative District 11,OVER VOTES,STATS,403,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,501,0,0,0,0,0.00
State Representative District 11,OVER VOTES,STATS,503,-,-,-,1,0.02
State Representative District 11,OVER VOTES,STATS,504,-,-,-,1,0.03
State Representative District 11,UNDER VOTES,STATS,101,-,-,-,89,3.99
State Representative District 11,UNDER VOTES,STATS,102,-,-,-,199,3.64
State Representative District 11,UNDER VOTES,STATS,201,-,-,-,163,3.06
State Representative District 11,UNDER VOTES,STATS,202,-,-,-,104,2.58
State Representative District 11,UNDER VOTES,STATS,203,-,-,-,98,3.04
State Representative District 11,UNDER VOTES,STATS,204,-,-,-,167,2.73
State Representative District 11,UNDER VOTES,STATS,301,-,-,-,90,2.64
State Representative District 11,UNDER VOTES,STATS,302,-,-,-,136,3.10
State Representative District 11,UNDER VOTES,STATS,303,41,51,34,126,3.44
State Representative District 11,UNDER VOTES,STATS,401,-,-,-,145,3.06
State Representative District 11,UNDER VOTES,STATS,402,-,-,-,42,3.38
State Representative District 11,UNDER VOTES,STATS,403,-,-,-,76,2.99
State Representative District 11,UNDER VOTES,STATS,501,-,-,-,70,2.76
State Representative District 11,UNDER VOTES,STATS,503,-,-,-,164,3.13
State Representative District 11,UNDER VOTES,STATS,504,-,-,-,101,3.17
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,101,427,641,205,1273,64.26
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,102,1182,1738,333,3253,67.48
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,201,1286,1667,396,3349,71.30
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,202,1295,1103,215,2613,75.61
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,203,582,929,543,2054,70.46
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,204,1277,2288,436,4001,73.10
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,301,641,1302,217,2160,71.05
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,302,703,1656,353,2712,68.55
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,303,568,1293,393,2254,68.01
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,401,579,2027,363,2969,69.30
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,402,109,534,122,765,69.11
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,403,355,797,462,1614,72.12
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,501,396,1026,211,1633,70.39
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,503,628,2200,429,3257,69.95
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,Yes,,504,419,1300,338,2057,72.18
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,101,290,305,113,708,35.74
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,102,717,704,147,1568,32.52
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,201,659,579,110,1348,28.70
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,202,468,329,46,843,24.39
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,203,283,358,220,861,29.54
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,204,676,660,136,1472,26.90
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,301,351,449,80,880,28.95
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,302,392,676,176,1244,31.45
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,303,292,568,200,1060,31.99
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,401,242,892,181,1315,30.70
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,402,62,231,49,342,30.89
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,403,144,293,187,624,27.88
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,501,214,400,73,687,29.61
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,503,275,936,188,1399,30.05
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,No,,504,154,487,152,793,27.82
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,101,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,102,-,-,-,3,0.06
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,201,-,-,-,2,0.04
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,202,-,-,-,1,0.03
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,203,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,204,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,301,-,-,-,1,0.03
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,302,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,303,-,-,-,1,0.03
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,401,-,-,-,1,0.02
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,402,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,403,-,-,-,1,0.04
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,501,0,0,0,0,0.00
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,503,-,-,-,1,0.02
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,OVER VOTES,STATS,504,-,-,-,1,0.04
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,101,125,158,54,337,17.01
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,102,353,387,109,849,17.61
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,201,363,335,89,787,16.76
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,202,369,250,52,671,19.42
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,203,134,171,105,410,14.07
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,204,285,439,86,810,14.80
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,301,157,247,56,460,15.13
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,302,145,329,90,564,14.26
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,303,117,269,89,475,14.33
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,401,137,368,89,594,13.87
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,402,-,-,-,179,16.17
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,403,50,226,103,379,16.93
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,501,71,160,52,283,12.20
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,503,118,515,118,751,16.13
Shall Justice Carlos G. Muniz of the Supreme Court be retained in office?,UNDER VOTES,STATS,504,69,298,70,437,15.33
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,101,539,684,217,1440,72.18
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,102,1462,1813,348,3623,75.59
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,201,1540,1744,372,3656,78.74
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,202,1493,1126,200,2819,82.72
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,203,652,934,534,2120,73.13
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,204,1530,2282,429,4241,78.23
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,301,747,1316,218,2281,75.55
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,302,774,1655,382,2811,71.40
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,303,638,1298,411,2347,70.61
Shall Judge Joseph Lewis Jr of the First District Court  of Appeal be retained in office?,Yes,,401,631,2064,369,3064,71.51
