Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,15 Winfield Comm Ctr,-,-,-,3,0.57
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,16 Winfield Comm Ctr,-,-,-,10,0.61
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,17  Richardson Comm Ctr,-,-,-,9,0.85
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,21 Westside Community Ctr,-,-,-,6,0.44
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,22 Columbia City,-,-,-,14,0.82
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,23 Ft White Comm Center,-,-,-,33,0.70
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,31 Westside Community Ctr,-,-,-,14,0.52
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,32 Winfield Comm Center,-,-,-,1,0.26
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,33 Southside Rec Complex,-,-,-,21,0.54
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,34 Supv Elections,-,-,-,6,0.73
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,41 Lulu Comm Center,-,-,-,19,0.92
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,43 Mason City Comm Center,-,-,-,6,0.35
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,44 Ft White Comm Center,-,-,-,15,0.89
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,51 Southside Rec Complex,-,-,-,20,0.92
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,52 Columbia City,-,-,-,13,0.52
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,53 Supv Elections Office,-,-,-,15,1.18
President/Vice President,"Jo Jorgensen/Jeremy ""Spike"" Cohen",LPF,54 Supv Elections Office,-,-,-,7,0.84
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,10 Richardson Comm Ctr,-,-,-,1,0.10
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,"12 Supv Elections ",0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,13 Supv Elections,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,14  Supv Elections,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,15 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,16 Winfield Comm Ctr,-,-,-,2,0.12
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,17  Richardson Comm Ctr,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,21 Westside Community Ctr,-,-,-,1,0.07
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,22 Columbia City,-,-,-,1,0.06
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,23 Ft White Comm Center,-,-,-,2,0.04
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,31 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,32 Winfield Comm Center,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,33 Southside Rec Complex,-,-,-,1,0.03
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,34 Supv Elections,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,41 Lulu Comm Center,-,-,-,2,0.10
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,43 Mason City Comm Center,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,44 Ft White Comm Center,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,51 Southside Rec Complex,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,52 Columbia City,0,0,0,0,0.00
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,53 Supv Elections Office,-,-,-,1,0.08
President/Vice President,"Roque ""Rocky"" de la Fuente/Darcy G. Richardson",REF,54 Supv Elections Office,-,-,-,1,0.12
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,10 Richardson Comm Ctr,-,-,-,3,0.30
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,"12 Supv Elections ",-,-,-,1,0.23
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,13 Supv Elections,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,14  Supv Elections,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,15 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,16 Winfield Comm Ctr,-,-,-,1,0.06
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,17  Richardson Comm Ctr,-,-,-,1,0.09
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,21 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,22 Columbia City,-,-,-,3,0.18
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,23 Ft White Comm Center,-,-,-,7,0.15
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,31 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,32 Winfield Comm Center,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,33 Southside Rec Complex,-,-,-,1,0.03
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,34 Supv Elections,-,-,-,1,0.12
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,41 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,43 Mason City Comm Center,-,-,-,1,0.06
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,44 Ft White Comm Center,-,-,-,1,0.06
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,51 Southside Rec Complex,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,52 Columbia City,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,53 Supv Elections Office,0,0,0,0,0.00
President/Vice President,Gloria La Riva / Sunil Freeman,PSL,54 Supv Elections Office,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,10 Richardson Comm Ctr,-,-,-,2,0.20
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,"12 Supv Elections ",-,-,-,2,0.46
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,13 Supv Elections,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,14  Supv Elections,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,15 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,16 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,17  Richardson Comm Ctr,-,-,-,3,0.28
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,21 Westside Community Ctr,-,-,-,1,0.07
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,22 Columbia City,-,-,-,2,0.12
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,23 Ft White Comm Center,-,-,-,7,0.15
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,31 Westside Community Ctr,-,-,-,4,0.15
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,32 Winfield Comm Center,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,33 Southside Rec Complex,-,-,-,1,0.03
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,34 Supv Elections,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,41 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,43 Mason City Comm Center,-,-,-,1,0.06
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,44 Ft White Comm Center,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,51 Southside Rec Complex,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,52 Columbia City,0,0,0,0,0.00
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,53 Supv Elections Office,-,-,-,5,0.39
President/Vice President,Howie Hawkins/Angela Nicole Walker,GRE,54 Supv Elections Office,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,10 Richardson Comm Ctr,-,-,-,1,0.10
President/Vice President,Don Blankenship/William Mohr,CPF,"12 Supv Elections ",0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,13 Supv Elections,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,14  Supv Elections,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,15 Winfield Comm Ctr,-,-,-,2,0.38
President/Vice President,Don Blankenship/William Mohr,CPF,16 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,17  Richardson Comm Ctr,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,21 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,22 Columbia City,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,23 Ft White Comm Center,-,-,-,4,0.09
President/Vice President,Don Blankenship/William Mohr,CPF,31 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,32 Winfield Comm Center,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,33 Southside Rec Complex,-,-,-,1,0.03
President/Vice President,Don Blankenship/William Mohr,CPF,34 Supv Elections,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,41 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,43 Mason City Comm Center,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,44 Ft White Comm Center,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,51 Southside Rec Complex,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,52 Columbia City,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,53 Supv Elections Office,0,0,0,0,0.00
President/Vice President,Don Blankenship/William Mohr,CPF,54 Supv Elections Office,0,0,0,0,0.00
President/Vice President,Write-in,,10 Richardson Comm Ctr,-,-,-,1,0.10
President/Vice President,Write-in,,"12 Supv Elections ",-,-,-,1,0.23
President/Vice President,Write-in,,13 Supv Elections,0,0,0,0,0.00
President/Vice President,Write-in,,14  Supv Elections,0,0,0,0,0.00
President/Vice President,Write-in,,15 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,Write-in,,16 Winfield Comm Ctr,-,-,-,3,0.18
President/Vice President,Write-in,,17  Richardson Comm Ctr,-,-,-,2,0.19
President/Vice President,Write-in,,21 Westside Community Ctr,-,-,-,2,0.15
President/Vice President,Write-in,,22 Columbia City,-,-,-,1,0.06
President/Vice President,Write-in,,23 Ft White Comm Center,-,-,-,10,0.21
President/Vice President,Write-in,,31 Westside Community Ctr,-,-,-,3,0.11
President/Vice President,Write-in,,32 Winfield Comm Center,0,0,0,0,0.00
President/Vice President,Write-in,,33 Southside Rec Complex,-,-,-,5,0.13
President/Vice President,Write-in,,34 Supv Elections,-,-,-,4,0.48
President/Vice President,Write-in,,41 Lulu Comm Center,-,-,-,4,0.19
President/Vice President,Write-in,,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,Write-in,,43 Mason City Comm Center,-,-,-,2,0.12
President/Vice President,Write-in,,44 Ft White Comm Center,-,-,-,1,0.06
President/Vice President,Write-in,,51 Southside Rec Complex,-,-,-,5,0.23
President/Vice President,Write-in,,52 Columbia City,-,-,-,3,0.12
President/Vice President,Write-in,,53 Supv Elections Office,-,-,-,1,0.08
President/Vice President,Write-in,,54 Supv Elections Office,-,-,-,2,0.24
President/Vice President,OVER VOTES,STATS,10 Richardson Comm Ctr,-,-,-,1,0.10
President/Vice President,OVER VOTES,STATS,"12 Supv Elections ",0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,13 Supv Elections,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,14  Supv Elections,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,15 Winfield Comm Ctr,-,-,-,1,0.19
President/Vice President,OVER VOTES,STATS,16 Winfield Comm Ctr,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,17  Richardson Comm Ctr,-,-,-,1,0.09
President/Vice President,OVER VOTES,STATS,21 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,22 Columbia City,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,23 Ft White Comm Center,-,-,-,5,0.11
President/Vice President,OVER VOTES,STATS,31 Westside Community Ctr,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,32 Winfield Comm Center,-,-,-,1,0.26
President/Vice President,OVER VOTES,STATS,33 Southside Rec Complex,-,-,-,2,0.05
President/Vice President,OVER VOTES,STATS,34 Supv Elections,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,41 Lulu Comm Center,-,-,-,2,0.10
President/Vice President,OVER VOTES,STATS,42 Lulu Comm Center,-,-,-,2,0.71
President/Vice President,OVER VOTES,STATS,43 Mason City Comm Center,-,-,-,3,0.17
President/Vice President,OVER VOTES,STATS,44 Ft White Comm Center,-,-,-,1,0.06
President/Vice President,OVER VOTES,STATS,51 Southside Rec Complex,0,0,0,0,0.00
President/Vice President,OVER VOTES,STATS,52 Columbia City,-,-,-,1,0.04
President/Vice President,OVER VOTES,STATS,53 Supv Elections Office,-,-,-,1,0.08
President/Vice President,OVER VOTES,STATS,54 Supv Elections Office,0,0,0,0,0.00
President/Vice President,UNDER VOTES,STATS,10 Richardson Comm Ctr,-,-,-,10,1.00
President/Vice President,UNDER VOTES,STATS,"12 Supv Elections ",-,-,-,6,1.38
President/Vice President,UNDER VOTES,STATS,13 Supv Elections,0,0,0,0,0.00
President/Vice President,UNDER VOTES,STATS,14  Supv Elections,0,0,0,0,0.00
President/Vice President,UNDER VOTES,STATS,15 Winfield Comm Ctr,-,-,-,1,0.19
President/Vice President,UNDER VOTES,STATS,16 Winfield Comm Ctr,-,-,-,8,0.48
President/Vice President,UNDER VOTES,STATS,17  Richardson Comm Ctr,-,-,-,7,0.66
President/Vice President,UNDER VOTES,STATS,21 Westside Community Ctr,-,-,-,5,0.37
President/Vice President,UNDER VOTES,STATS,22 Columbia City,-,-,-,8,0.47
President/Vice President,UNDER VOTES,STATS,23 Ft White Comm Center,-,-,-,21,0.45
President/Vice President,UNDER VOTES,STATS,31 Westside Community Ctr,-,-,-,11,0.41
President/Vice President,UNDER VOTES,STATS,32 Winfield Comm Center,-,-,-,1,0.26
President/Vice President,UNDER VOTES,STATS,33 Southside Rec Complex,-,-,-,14,0.36
President/Vice President,UNDER VOTES,STATS,34 Supv Elections,-,-,-,4,0.48
President/Vice President,UNDER VOTES,STATS,41 Lulu Comm Center,-,-,-,10,0.48
President/Vice President,UNDER VOTES,STATS,42 Lulu Comm Center,0,0,0,0,0.00
President/Vice President,UNDER VOTES,STATS,43 Mason City Comm Center,-,-,-,4,0.23
President/Vice President,UNDER VOTES,STATS,44 Ft White Comm Center,-,-,-,7,0.42
President/Vice President,UNDER VOTES,STATS,51 Southside Rec Complex,-,-,-,9,0.41
President/Vice President,UNDER VOTES,STATS,52 Columbia City,-,-,-,8,0.32
President/Vice President,UNDER VOTES,STATS,53 Supv Elections Office,-,-,-,6,0.47
President/Vice President,UNDER VOTES,STATS,54 Supv Elections Office,-,-,-,9,1.08
Representative in Congress District 2,Neal Dunn,REP,13 Supv Elections,-,-,-,59,98.33
Representative in Congress District 2,Neal Dunn,REP,14  Supv Elections,-,-,-,42,91.30
Representative in Congress District 2,Neal Dunn,REP,16 Winfield Comm Ctr,373,539,391,1303,95.11
Representative in Congress District 2,Neal Dunn,REP,17  Richardson Comm Ctr,64,95,46,205,96.70
Representative in Congress District 2,Neal Dunn,REP,21 Westside Community Ctr,264,537,330,1131,95.85
Representative in Congress District 2,Neal Dunn,REP,22 Columbia City,357,791,301,1449,96.28
Representative in Congress District 2,Neal Dunn,REP,23 Ft White Comm Center,769,2411,651,3831,94.94
Representative in Congress District 2,Neal Dunn,REP,31 Westside Community Ctr,629,1153,515,2297,96.39
Representative in Congress District 2,Neal Dunn,REP,32 Winfield Comm Center,90,162,63,315,94.31
Representative in Congress District 2,Neal Dunn,REP,33 Southside Rec Complex,939,1795,597,3331,96.92
Representative in Congress District 2,Neal Dunn,REP,34 Supv Elections,192,317,136,645,92.67
Representative in Congress District 2,Neal Dunn,REP,41 Lulu Comm Center,251,558,285,1094,95.13
Representative in Congress District 2,Neal Dunn,REP,42 Lulu Comm Center,55,83,120,258,99.23
Representative in Congress District 2,Neal Dunn,REP,43 Mason City Comm Center,322,652,541,1515,97.81
Representative in Congress District 2,Neal Dunn,REP,44 Ft White Comm Center,379,733,256,1368,94.93
Representative in Congress District 2,Neal Dunn,REP,51 Southside Rec Complex,428,987,296,1711,95.48
Representative in Congress District 2,Neal Dunn,REP,52 Columbia City,467,1235,456,2158,96.73
Representative in Congress District 2,Neal Dunn,REP,53 Supv Elections Office,271,475,189,935,92.03
Representative in Congress District 2,Neal Dunn,REP,54 Supv Elections Office,228,322,96,646,92.55
Representative in Congress District 2,Write-in,,13 Supv Elections,-,-,-,1,1.67
Representative in Congress District 2,Write-in,,14  Supv Elections,-,-,-,4,8.70
Representative in Congress District 2,Write-in,,16 Winfield Comm Ctr,-,-,-,67,4.89
Representative in Congress District 2,Write-in,,17  Richardson Comm Ctr,-,-,-,7,3.30
Representative in Congress District 2,Write-in,,21 Westside Community Ctr,-,-,-,49,4.15
Representative in Congress District 2,Write-in,,22 Columbia City,-,-,-,56,3.72
Representative in Congress District 2,Write-in,,23 Ft White Comm Center,-,-,-,204,5.06
Representative in Congress District 2,Write-in,,31 Westside Community Ctr,-,-,-,86,3.61
Representative in Congress District 2,Write-in,,32 Winfield Comm Center,-,-,-,19,5.69
Representative in Congress District 2,Write-in,,33 Southside Rec Complex,-,-,-,106,3.08
Representative in Congress District 2,Write-in,,34 Supv Elections,-,-,-,51,7.33
Representative in Congress District 2,Write-in,,41 Lulu Comm Center,-,-,-,56,4.87
Representative in Congress District 2,Write-in,,42 Lulu Comm Center,-,-,-,2,0.77
Representative in Congress District 2,Write-in,,43 Mason City Comm Center,-,-,-,34,2.19
Representative in Congress District 2,Write-in,,44 Ft White Comm Center,-,-,-,73,5.07
Representative in Congress District 2,Write-in,,51 Southside Rec Complex,-,-,-,81,4.52
Representative in Congress District 2,Write-in,,52 Columbia City,-,-,-,73,3.27
Representative in Congress District 2,Write-in,,53 Supv Elections Office,-,-,-,81,7.97
Representative in Congress District 2,Write-in,,54 Supv Elections Office,-,-,-,52,7.45
Representative in Congress District 2,OVER VOTES,STATS,13 Supv Elections,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,14  Supv Elections,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,16 Winfield Comm Ctr,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,17  Richardson Comm Ctr,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,21 Westside Community Ctr,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,22 Columbia City,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,23 Ft White Comm Center,-,-,-,1,0.02
Representative in Congress District 2,OVER VOTES,STATS,31 Westside Community Ctr,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,32 Winfield Comm Center,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,33 Southside Rec Complex,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,34 Supv Elections,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,41 Lulu Comm Center,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,42 Lulu Comm Center,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,43 Mason City Comm Center,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,44 Ft White Comm Center,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,51 Southside Rec Complex,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,52 Columbia City,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,53 Supv Elections Office,0,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,STATS,54 Supv Elections Office,0,0,0,0,0.00
Representative in Congress District 2,UNDER VOTES,STATS,13 Supv Elections,-,-,-,7,11.67
Representative in Congress District 2,UNDER VOTES,STATS,14  Supv Elections,-,-,-,6,13.04
Representative in Congress District 2,UNDER VOTES,STATS,16 Winfield Comm Ctr,103,93,92,288,21.02
