Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Jo Jorgensen,LPF,Precinct 1,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 2,-,-,-,3,0.32
President and Vice President,Jo Jorgensen,LPF,Precinct 3,-,-,-,1,0.09
President and Vice President,Jo Jorgensen,LPF,Precinct 4,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 5,-,-,-,33,0.78
President and Vice President,Jo Jorgensen,LPF,Precinct 6,-,-,-,4,0.30
President and Vice President,Jo Jorgensen,LPF,Precinct 7,-,-,-,7,0.40
President and Vice President,Jo Jorgensen,LPF,Precinct 8,-,-,-,31,0.79
President and Vice President,Jo Jorgensen,LPF,Precinct 9,-,-,-,22,0.41
President and Vice President,Jo Jorgensen,LPF,Precinct 10,-,-,-,31,0.56
President and Vice President,Jo Jorgensen,LPF,Precinct 11,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 12,-,-,-,4,0.31
President and Vice President,Jo Jorgensen,LPF,Precinct 13,-,-,-,26,0.42
President and Vice President,Jo Jorgensen,LPF,Precinct 14,-,-,-,7,0.31
President and Vice President,Jo Jorgensen,LPF,Precinct 15,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 16,-,-,-,7,0.19
President and Vice President,Jo Jorgensen,LPF,Precinct 17,-,-,-,25,0.63
President and Vice President,Jo Jorgensen,LPF,Precinct 18,-,-,-,8,0.26
President and Vice President,Jo Jorgensen,LPF,Precinct 19,-,-,-,14,0.44
President and Vice President,Jo Jorgensen,LPF,Precinct 20,-,-,-,2,0.38
President and Vice President,Jo Jorgensen,LPF,Precinct 21,-,-,-,9,0.38
President and Vice President,Jo Jorgensen,LPF,Precinct 22,-,-,-,21,0.60
President and Vice President,Jo Jorgensen,LPF,Precinct 23,-,-,-,17,0.84
President and Vice President,Jo Jorgensen,LPF,Precinct 24,-,-,-,5,0.81
President and Vice President,Jo Jorgensen,LPF,Precinct 26,-,-,-,5,0.29
President and Vice President,Jo Jorgensen,LPF,Precinct 27,-,-,-,31,0.83
President and Vice President,Jo Jorgensen,LPF,Precinct 28,-,-,-,84,0.73
President and Vice President,Jo Jorgensen,LPF,Precinct 29,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,Precinct 30,-,-,-,35,1.21
President and Vice President,Jo Jorgensen,LPF,Precinct 31,-,-,-,15,0.50
President and Vice President,Jo Jorgensen,LPF,Precinct 32,-,-,-,38,0.69
President and Vice President,Jo Jorgensen,LPF,Precinct 33,-,-,-,15,0.60
President and Vice President,Jo Jorgensen,LPF,Precinct 34,-,-,-,17,0.50
President and Vice President,Jo Jorgensen,LPF,Precinct 35,-,-,-,7,0.25
President and Vice President,Jo Jorgensen,LPF,Precinct 36,-,-,-,10,0.49
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 1,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 2,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 3,-,-,-,1,0.09
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 4,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 5,-,-,-,3,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 6,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 7,-,-,-,1,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 8,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 9,-,-,-,2,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 10,-,-,-,2,0.04
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 11,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 12,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 13,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 14,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 15,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 16,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 17,-,-,-,2,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 18,-,-,-,2,0.07
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 19,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 20,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 21,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 22,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 23,-,-,-,1,0.05
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 24,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 26,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 27,-,-,-,3,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 28,-,-,-,9,0.08
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 29,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 30,-,-,-,3,0.10
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 31,-,-,-,1,0.03
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 32,-,-,-,1,0.02
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 33,-,-,-,3,0.12
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 34,-,-,-,2,0.06
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 35,0,0,0,0,0.00
President and Vice President,"Roque ""Rocky"" De La Fuente",REF,Precinct 36,-,-,-,3,0.15
President and Vice President,Gloria La Riva,PSL,Precinct 1,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 2,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 3,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 4,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 5,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 6,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 7,-,-,-,1,0.06
President and Vice President,Gloria La Riva,PSL,Precinct 8,-,-,-,2,0.05
President and Vice President,Gloria La Riva,PSL,Precinct 9,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 10,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 11,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 12,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 13,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 14,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 15,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 16,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 17,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 18,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 19,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 20,-,-,-,1,0.19
President and Vice President,Gloria La Riva,PSL,Precinct 21,-,-,-,2,0.08
President and Vice President,Gloria La Riva,PSL,Precinct 22,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 23,-,-,-,2,0.10
President and Vice President,Gloria La Riva,PSL,Precinct 24,-,-,-,1,0.16
President and Vice President,Gloria La Riva,PSL,Precinct 26,-,-,-,4,0.23
President and Vice President,Gloria La Riva,PSL,Precinct 27,-,-,-,3,0.08
President and Vice President,Gloria La Riva,PSL,Precinct 28,-,-,-,8,0.07
President and Vice President,Gloria La Riva,PSL,Precinct 29,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 30,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 31,0,0,0,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 32,-,-,-,1,0.02
President and Vice President,Gloria La Riva,PSL,Precinct 33,-,-,-,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 34,-,-,-,1,0.03
President and Vice President,Gloria La Riva,PSL,Precinct 35,-,-,-,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 36,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 1,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 2,-,-,-,1,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 3,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 4,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 5,-,-,-,8,0.19
President and Vice President,Howie Hawkins,GRE,Precinct 6,-,-,-,3,0.23
President and Vice President,Howie Hawkins,GRE,Precinct 7,-,-,-,4,0.23
President and Vice President,Howie Hawkins,GRE,Precinct 8,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 9,-,-,-,7,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 10,-,-,-,7,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 11,-,-,-,1,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 12,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 13,-,-,-,3,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 14,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 15,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 16,-,-,-,3,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 17,-,-,-,4,0.10
President and Vice President,Howie Hawkins,GRE,Precinct 18,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 19,-,-,-,5,0.16
President and Vice President,Howie Hawkins,GRE,Precinct 20,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 21,-,-,-,5,0.21
President and Vice President,Howie Hawkins,GRE,Precinct 22,-,-,-,2,0.06
President and Vice President,Howie Hawkins,GRE,Precinct 23,-,-,-,4,0.20
President and Vice President,Howie Hawkins,GRE,Precinct 24,-,-,-,4,0.64
President and Vice President,Howie Hawkins,GRE,Precinct 26,-,-,-,1,0.06
President and Vice President,Howie Hawkins,GRE,Precinct 27,-,-,-,7,0.19
President and Vice President,Howie Hawkins,GRE,Precinct 28,-,-,-,14,0.12
President and Vice President,Howie Hawkins,GRE,Precinct 29,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 30,-,-,-,7,0.24
President and Vice President,Howie Hawkins,GRE,Precinct 31,-,-,-,4,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 32,-,-,-,6,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 33,-,-,-,2,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 34,-,-,-,6,0.18
President and Vice President,Howie Hawkins,GRE,Precinct 35,-,-,-,3,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 36,-,-,-,6,0.30
President and Vice President,Don Blankenship,CPF,Precinct 1,-,-,-,1,2.38
President and Vice President,Don Blankenship,CPF,Precinct 2,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 3,-,-,-,1,0.09
President and Vice President,Don Blankenship,CPF,Precinct 4,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 5,-,-,-,1,0.02
President and Vice President,Don Blankenship,CPF,Precinct 6,-,-,-,2,0.15
President and Vice President,Don Blankenship,CPF,Precinct 7,-,-,-,1,0.06
President and Vice President,Don Blankenship,CPF,Precinct 8,-,-,-,2,0.05
President and Vice President,Don Blankenship,CPF,Precinct 9,-,-,-,2,0.04
President and Vice President,Don Blankenship,CPF,Precinct 10,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 11,-,-,-,1,0.08
President and Vice President,Don Blankenship,CPF,Precinct 12,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 13,-,-,-,1,0.02
President and Vice President,Don Blankenship,CPF,Precinct 14,-,-,-,1,0.04
President and Vice President,Don Blankenship,CPF,Precinct 15,-,-,-,1,0.22
President and Vice President,Don Blankenship,CPF,Precinct 16,-,-,-,2,0.06
President and Vice President,Don Blankenship,CPF,Precinct 17,-,-,-,3,0.08
President and Vice President,Don Blankenship,CPF,Precinct 18,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 19,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 20,-,-,-,2,0.38
President and Vice President,Don Blankenship,CPF,Precinct 21,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 22,-,-,-,2,0.06
President and Vice President,Don Blankenship,CPF,Precinct 23,-,-,-,2,0.10
President and Vice President,Don Blankenship,CPF,Precinct 24,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 26,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 27,-,-,-,2,0.05
President and Vice President,Don Blankenship,CPF,Precinct 28,-,-,-,2,0.02
President and Vice President,Don Blankenship,CPF,Precinct 29,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 30,-,-,-,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 31,-,-,-,4,0.13
President and Vice President,Don Blankenship,CPF,Precinct 32,-,-,-,3,0.05
President and Vice President,Don Blankenship,CPF,Precinct 33,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 34,-,-,-,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 35,0,0,0,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 36,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 1,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 2,-,-,-,2,0.21
President and Vice President,WRITE-IN,,Precinct 3,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 4,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 5,-,-,-,8,0.19
President and Vice President,WRITE-IN,,Precinct 6,-,-,-,5,0.38
President and Vice President,WRITE-IN,,Precinct 7,-,-,-,3,0.17
President and Vice President,WRITE-IN,,Precinct 8,-,-,-,10,0.25
President and Vice President,WRITE-IN,,Precinct 9,-,-,-,7,0.13
President and Vice President,WRITE-IN,,Precinct 10,-,-,-,9,0.16
President and Vice President,WRITE-IN,,Precinct 11,-,-,-,3,0.24
President and Vice President,WRITE-IN,,Precinct 12,-,-,-,2,0.16
President and Vice President,WRITE-IN,,Precinct 13,-,-,-,15,0.24
President and Vice President,WRITE-IN,,Precinct 14,-,-,-,16,0.71
President and Vice President,WRITE-IN,,Precinct 15,-,-,-,3,0.66
President and Vice President,WRITE-IN,,Precinct 16,-,-,-,20,0.55
President and Vice President,WRITE-IN,,Precinct 17,-,-,-,15,0.38
President and Vice President,WRITE-IN,,Precinct 18,-,-,-,13,0.42
President and Vice President,WRITE-IN,,Precinct 19,-,-,-,13,0.41
President and Vice President,WRITE-IN,,Precinct 20,-,-,-,1,0.19
President and Vice President,WRITE-IN,,Precinct 21,-,-,-,8,0.34
President and Vice President,WRITE-IN,,Precinct 22,-,-,-,8,0.23
President and Vice President,WRITE-IN,,Precinct 23,-,-,-,4,0.20
President and Vice President,WRITE-IN,,Precinct 24,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 26,-,-,-,4,0.23
President and Vice President,WRITE-IN,,Precinct 27,-,-,-,11,0.29
President and Vice President,WRITE-IN,,Precinct 28,-,-,-,25,0.22
President and Vice President,WRITE-IN,,Precinct 29,0,0,0,0,0.00
President and Vice President,WRITE-IN,,Precinct 30,-,-,-,10,0.35
President and Vice President,WRITE-IN,,Precinct 31,-,-,-,7,0.23
President and Vice President,WRITE-IN,,Precinct 32,-,-,-,13,0.24
President and Vice President,WRITE-IN,,Precinct 33,-,-,-,6,0.24
President and Vice President,WRITE-IN,,Precinct 34,-,-,-,6,0.18
President and Vice President,WRITE-IN,,Precinct 35,-,-,-,5,0.18
President and Vice President,WRITE-IN,,Precinct 36,-,-,-,7,0.35
Representative in Congress District 8,Bill Posey,REP,Precinct 1,-,-,-,37,90.24
Representative in Congress District 8,Bill Posey,REP,Precinct 2,80,102,140,322,35.15
Representative in Congress District 8,Bill Posey,REP,Precinct 3,204,377,248,829,77.91
Representative in Congress District 8,Bill Posey,REP,Precinct 4,-,-,-,21,87.50
Representative in Congress District 8,Bill Posey,REP,Precinct 5,788,1474,501,2763,66.95
Representative in Congress District 8,Bill Posey,REP,Precinct 6,245,416,177,838,65.98
Representative in Congress District 8,Bill Posey,REP,Precinct 7,419,568,161,1148,66.74
Representative in Congress District 8,Bill Posey,REP,Precinct 8,756,1268,467,2491,65.35
Representative in Congress District 8,Bill Posey,REP,Precinct 9,1091,1644,676,3411,65.55
Representative in Congress District 8,Bill Posey,REP,Precinct 10,1170,1590,676,3436,63.43
Representative in Congress District 8,Bill Posey,REP,Precinct 11,328,353,88,769,62.17
Representative in Congress District 8,Bill Posey,REP,Precinct 12,304,472,145,921,73.04
Representative in Congress District 8,Bill Posey,REP,Precinct 13,1867,1621,483,3971,65.13
Representative in Congress District 8,Bill Posey,REP,Precinct 14,765,466,121,1352,60.96
Representative in Congress District 8,Bill Posey,REP,Precinct 15,-,-,-,343,77.08
Representative in Congress District 8,Bill Posey,REP,Precinct 16,1408,800,404,2612,73.02
Representative in Congress District 8,Bill Posey,REP,Precinct 17,1142,890,502,2534,65.33
Representative in Congress District 8,Bill Posey,REP,Precinct 18,1040,749,355,2144,70.62
Representative in Congress District 8,Bill Posey,REP,Precinct 19,714,852,438,2004,64.50
Representative in Congress District 8,Bill Posey,REP,Precinct 20,148,107,62,317,61.67
Representative in Congress District 8,Bill Posey,REP,Precinct 21,148,235,98,481,20.84
Representative in Congress District 8,Bill Posey,REP,Precinct 22,825,959,434,2218,64.50
Representative in Congress District 8,Bill Posey,REP,Precinct 23,403,463,264,1130,58.07
Representative in Congress District 8,Bill Posey,REP,Precinct 24,105,133,64,302,50.76
Representative in Congress District 8,Bill Posey,REP,Precinct 26,313,347,205,865,52.33
Representative in Congress District 8,Bill Posey,REP,Precinct 27,872,856,589,2317,63.17
Representative in Congress District 8,Bill Posey,REP,Precinct 28,2308,3112,1464,6884,61.04
Representative in Congress District 8,Bill Posey,REP,Precinct 29,51,43,49,143,79.89
Representative in Congress District 8,Bill Posey,REP,Precinct 30,636,790,427,1853,65.43
Representative in Congress District 8,Bill Posey,REP,Precinct 31,642,909,458,2009,68.75
Representative in Congress District 8,Bill Posey,REP,Precinct 32,1198,1650,814,3662,67.93
Representative in Congress District 8,Bill Posey,REP,Precinct 33,908,485,228,1621,66.74
Representative in Congress District 8,Bill Posey,REP,Precinct 34,750,837,588,2175,65.67
Representative in Congress District 8,Bill Posey,REP,Precinct 35,762,703,304,1769,64.82
Representative in Congress District 8,Bill Posey,REP,Precinct 36,501,729,133,1363,68.39
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 1,-,-,-,4,9.76
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 2,219,151,224,594,64.85
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 3,139,43,53,235,22.09
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 4,-,-,-,3,12.50
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 5,747,448,169,1364,33.05
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 6,280,115,37,432,34.02
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 7,369,159,44,572,33.26
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 8,765,427,129,1321,34.65
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 9,1096,544,153,1793,34.45
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 10,1184,578,219,1981,36.57
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 11,295,142,31,468,37.83
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 12,209,100,31,340,26.96
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 13,1515,495,116,2126,34.87
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 14,-,-,-,866,39.04
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 15,-,-,-,102,22.92
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 16,753,170,42,965,26.98
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 17,936,308,101,1345,34.67
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 18,624,229,39,892,29.38
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 19,658,330,115,1103,35.50
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 20,-,-,-,197,38.33
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 21,806,689,332,1827,79.16
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 22,838,284,99,1221,35.50
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 23,458,244,114,816,41.93
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 24,166,71,56,293,49.24
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 26,474,193,121,788,47.67
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 27,810,351,190,1351,36.83
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 28,2527,1315,552,4394,38.96
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 29,-,-,-,36,20.11
Representative in Congress District 8,Jim Kennedy,DEM,Precinct 30,593,267,119,979,34.57
