Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Jorgensen and Cohen,LPF,"SUNNY HILLS COMMUNITY CENTER  ",-,-,-,-,5,0.51
President and Vice President,De La Fuente and Richardson,REF,CARYVILLE TOWN HALL,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,FIVE POINT COMMUNITY CENTER,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,HINSON CROSSROADS FIRE STATION,-,-,-,-,1,0.21
President and Vice President,De La Fuente and Richardson,REF,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,1,0.04
President and Vice President,De La Fuente and Richardson,REF,VERNON CITY HALL,-,-,-,-,1,0.08
President and Vice President,De La Fuente and Richardson,REF,NEW HOPE-CAMPBELL PARK,-,-,-,-,1,0.20
President and Vice President,De La Fuente and Richardson,REF,ORANGE HILL FIRE STATION,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,ARMORY - CHIPLEY,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,WAUSAU TOWN HALL,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,EBRO CITY HALL,0,0,0,0,0,0.00
President and Vice President,De La Fuente and Richardson,REF,GREENHEAD,-,-,-,-,1,0.06
President and Vice President,De La Fuente and Richardson,REF,"SUNNY HILLS COMMUNITY CENTER  ",0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,CARYVILLE TOWN HALL,-,-,-,-,1,0.30
President and Vice President,La Riva and Freeman,PSL,FIVE POINT COMMUNITY CENTER,0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,HINSON CROSSROADS FIRE STATION,0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,1,0.04
President and Vice President,La Riva and Freeman,PSL,VERNON CITY HALL,-,-,-,-,2,0.17
President and Vice President,La Riva and Freeman,PSL,NEW HOPE-CAMPBELL PARK,0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,ORANGE HILL FIRE STATION,-,-,-,-,2,0.17
President and Vice President,La Riva and Freeman,PSL,ARMORY - CHIPLEY,0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,WAUSAU TOWN HALL,-,-,-,-,1,0.12
President and Vice President,La Riva and Freeman,PSL,EBRO CITY HALL,0,0,0,0,0,0.00
President and Vice President,La Riva and Freeman,PSL,GREENHEAD,-,-,-,-,2,0.11
President and Vice President,La Riva and Freeman,PSL,"SUNNY HILLS COMMUNITY CENTER  ",-,-,-,-,1,0.10
President and Vice President,Hawkins and Walker,GRE,CARYVILLE TOWN HALL,0,0,0,0,0,0.00
President and Vice President,Hawkins and Walker,GRE,FIVE POINT COMMUNITY CENTER,-,-,-,-,2,0.25
President and Vice President,Hawkins and Walker,GRE,HINSON CROSSROADS FIRE STATION,-,-,-,-,1,0.21
President and Vice President,Hawkins and Walker,GRE,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,3,0.11
President and Vice President,Hawkins and Walker,GRE,VERNON CITY HALL,-,-,-,-,1,0.08
President and Vice President,Hawkins and Walker,GRE,NEW HOPE-CAMPBELL PARK,0,0,0,0,0,0.00
President and Vice President,Hawkins and Walker,GRE,ORANGE HILL FIRE STATION,-,-,-,-,1,0.08
President and Vice President,Hawkins and Walker,GRE,ARMORY - CHIPLEY,-,-,-,-,2,0.16
President and Vice President,Hawkins and Walker,GRE,WAUSAU TOWN HALL,0,0,0,0,0,0.00
President and Vice President,Hawkins and Walker,GRE,EBRO CITY HALL,0,0,0,0,0,0.00
President and Vice President,Hawkins and Walker,GRE,GREENHEAD,-,-,-,-,3,0.17
President and Vice President,Hawkins and Walker,GRE,"SUNNY HILLS COMMUNITY CENTER  ",-,-,-,-,2,0.20
President and Vice President," Blankenship and Mohr",CPF,CARYVILLE TOWN HALL,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,FIVE POINT COMMUNITY CENTER,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,HINSON CROSSROADS FIRE STATION,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,1,0.04
President and Vice President," Blankenship and Mohr",CPF,VERNON CITY HALL,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,NEW HOPE-CAMPBELL PARK,-,-,-,-,1,0.20
President and Vice President," Blankenship and Mohr",CPF,ORANGE HILL FIRE STATION,-,-,-,-,1,0.08
President and Vice President," Blankenship and Mohr",CPF,ARMORY - CHIPLEY,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,WAUSAU TOWN HALL,-,-,-,-,1,0.12
President and Vice President," Blankenship and Mohr",CPF,EBRO CITY HALL,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,GREENHEAD,0,0,0,0,0,0.00
President and Vice President," Blankenship and Mohr",CPF,"SUNNY HILLS COMMUNITY CENTER  ",-,-,-,-,1,0.10
President and Vice President,WRITE-IN,NON,CARYVILLE TOWN HALL,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,FIVE POINT COMMUNITY CENTER,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,HINSON CROSSROADS FIRE STATION,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,2,0.07
President and Vice President,WRITE-IN,NON,VERNON CITY HALL,-,-,-,-,1,0.08
President and Vice President,WRITE-IN,NON,NEW HOPE-CAMPBELL PARK,-,-,-,-,1,0.20
President and Vice President,WRITE-IN,NON,ORANGE HILL FIRE STATION,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,ARMORY - CHIPLEY,-,-,-,-,3,0.25
President and Vice President,WRITE-IN,NON,WAUSAU TOWN HALL,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,EBRO CITY HALL,0,0,0,0,0,0.00
President and Vice President,WRITE-IN,NON,GREENHEAD,-,-,-,-,1,0.06
President and Vice President,WRITE-IN,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,0,0,0,0,0.00
Representative in Congress District 2,Neal Dunn,REP,CARYVILLE TOWN HALL,0,58,81,86,225,91.46
Representative in Congress District 2,Neal Dunn,REP,FIVE POINT COMMUNITY CENTER,0,199,289,248,736,98.53
Representative in Congress District 2,Neal Dunn,REP,HINSON CROSSROADS FIRE STATION,0,79,175,177,431,97.73
Representative in Congress District 2,Neal Dunn,REP,"AGRICULTURE CENTER - CHIPLEY  ",0,583,1427,447,2457,96.96
Representative in Congress District 2,Neal Dunn,REP,VERNON CITY HALL,0,222,575,234,1031,95.37
Representative in Congress District 2,Neal Dunn,REP,NEW HOPE-CAMPBELL PARK,0,73,143,98,314,83.29
Representative in Congress District 2,Neal Dunn,REP,ORANGE HILL FIRE STATION,0,213,489,365,1067,96.74
Representative in Congress District 2,Neal Dunn,REP,ARMORY - CHIPLEY,0,208,596,182,986,95.36
Representative in Congress District 2,Neal Dunn,REP,WAUSAU TOWN HALL,0,158,298,263,719,96.12
Representative in Congress District 2,Neal Dunn,REP,EBRO CITY HALL,-,-,-,-,210,82.03
Representative in Congress District 2,Neal Dunn,REP,GREENHEAD,0,402,684,512,1598,98.28
Representative in Congress District 2,Neal Dunn,REP,"SUNNY HILLS COMMUNITY CENTER  ",0,190,310,345,845,95.70
Representative in Congress District 2,WRITE-IN,NON,CARYVILLE TOWN HALL,-,-,-,-,21,8.54
Representative in Congress District 2,WRITE-IN,NON,FIVE POINT COMMUNITY CENTER,-,-,-,-,11,1.47
Representative in Congress District 2,WRITE-IN,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,10,2.27
Representative in Congress District 2,WRITE-IN,NON,"AGRICULTURE CENTER - CHIPLEY  ",-,-,-,-,77,3.04
Representative in Congress District 2,WRITE-IN,NON,VERNON CITY HALL,-,-,-,-,50,4.63
Representative in Congress District 2,WRITE-IN,NON,NEW HOPE-CAMPBELL PARK,-,-,-,-,63,16.71
Representative in Congress District 2,WRITE-IN,NON,ORANGE HILL FIRE STATION,-,-,-,-,36,3.26
Representative in Congress District 2,WRITE-IN,NON,ARMORY - CHIPLEY,-,-,-,-,48,4.64
Representative in Congress District 2,WRITE-IN,NON,WAUSAU TOWN HALL,-,-,-,-,29,3.88
Representative in Congress District 2,WRITE-IN,NON,EBRO CITY HALL,-,-,-,-,46,17.97
Representative in Congress District 2,WRITE-IN,NON,GREENHEAD,-,-,-,-,28,1.72
Representative in Congress District 2,WRITE-IN,NON,"SUNNY HILLS COMMUNITY CENTER  ",-,-,-,-,38,4.30
Supervisor of Elections,Carol Finch Rudd,REP,CARYVILLE TOWN HALL,0,36,69,73,178,54.27
Supervisor of Elections,Carol Finch Rudd,REP,FIVE POINT COMMUNITY CENTER,0,178,274,238,690,87.90
Supervisor of Elections,Carol Finch Rudd,REP,HINSON CROSSROADS FIRE STATION,0,75,163,167,405,87.47
Supervisor of Elections,Carol Finch Rudd,REP,"AGRICULTURE CENTER - CHIPLEY  ",0,556,1335,396,2287,83.01
Supervisor of Elections,Carol Finch Rudd,REP,VERNON CITY HALL,0,200,494,205,899,77.43
Supervisor of Elections,Carol Finch Rudd,REP,NEW HOPE-CAMPBELL PARK,0,64,108,64,236,48.66
Supervisor of Elections,Carol Finch Rudd,REP,ORANGE HILL FIRE STATION,0,199,471,342,1012,86.87
Supervisor of Elections,Carol Finch Rudd,REP,ARMORY - CHIPLEY,0,183,543,151,877,73.27
Supervisor of Elections,Carol Finch Rudd,REP,WAUSAU TOWN HALL,0,140,270,230,640,81.01
Supervisor of Elections,Carol Finch Rudd,REP,EBRO CITY HALL,-,-,-,-,160,52.12
Supervisor of Elections,Carol Finch Rudd,REP,GREENHEAD,0,372,661,487,1520,89.83
Supervisor of Elections,Carol Finch Rudd,REP,"SUNNY HILLS COMMUNITY CENTER  ",0,184,285,312,781,82.30
Supervisor of Elections,Priscilla Peterson Brown,DEM,CARYVILLE TOWN HALL,0,60,49,41,150,45.73
Supervisor of Elections,Priscilla Peterson Brown,DEM,FIVE POINT COMMUNITY CENTER,-,-,-,-,95,12.10
Supervisor of Elections,Priscilla Peterson Brown,DEM,HINSON CROSSROADS FIRE STATION,-,-,-,-,58,12.53
Supervisor of Elections,Priscilla Peterson Brown,DEM,"AGRICULTURE CENTER - CHIPLEY  ",0,137,244,87,468,16.99
Supervisor of Elections,Priscilla Peterson Brown,DEM,VERNON CITY HALL,0,81,130,51,262,22.57
Supervisor of Elections,Priscilla Peterson Brown,DEM,NEW HOPE-CAMPBELL PARK,0,53,117,79,249,51.34
Supervisor of Elections,Priscilla Peterson Brown,DEM,ORANGE HILL FIRE STATION,0,55,49,49,153,13.13
Supervisor of Elections,Priscilla Peterson Brown,DEM,ARMORY - CHIPLEY,0,101,157,62,320,26.73
Supervisor of Elections,Priscilla Peterson Brown,DEM,WAUSAU TOWN HALL,0,54,46,50,150,18.99
Supervisor of Elections,Priscilla Peterson Brown,DEM,EBRO CITY HALL,-,-,-,-,147,47.88
Supervisor of Elections,Priscilla Peterson Brown,DEM,GREENHEAD,0,67,65,40,172,10.17
Supervisor of Elections,Priscilla Peterson Brown,DEM,"SUNNY HILLS COMMUNITY CENTER  ",0,61,49,58,168,17.70
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,CARYVILLE TOWN HALL,0,41,64,67,172,57.53
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,FIVE POINT COMMUNITY CENTER,0,133,182,153,468,67.34
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,HINSON CROSSROADS FIRE STATION,0,63,115,124,302,71.23
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,438,1015,319,1772,70.80
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,VERNON CITY HALL,0,153,391,161,705,66.76
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,NEW HOPE-CAMPBELL PARK,0,65,106,72,243,55.48
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,ORANGE HILL FIRE STATION,0,145,337,241,723,66.70
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,ARMORY - CHIPLEY,0,146,427,142,715,64.76
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,WAUSAU TOWN HALL,0,95,190,176,461,63.24
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,EBRO CITY HALL,-,-,-,-,146,55.09
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,GREENHEAD,0,291,491,336,1118,71.99
Justice of the Supreme Court Carlos G. Muniz,Yes,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,157,234,233,624,72.73
Justice of the Supreme Court Carlos G. Muniz,No,NON,CARYVILLE TOWN HALL,0,44,46,37,127,42.47
Justice of the Supreme Court Carlos G. Muniz,No,NON,FIVE POINT COMMUNITY CENTER,0,58,88,81,227,32.66
Justice of the Supreme Court Carlos G. Muniz,No,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,122,28.77
Justice of the Supreme Court Carlos G. Muniz,No,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,167,424,140,731,29.20
Justice of the Supreme Court Carlos G. Muniz,No,NON,VERNON CITY HALL,0,100,181,70,351,33.24
Justice of the Supreme Court Carlos G. Muniz,No,NON,NEW HOPE-CAMPBELL PARK,0,41,101,53,195,44.52
Justice of the Supreme Court Carlos G. Muniz,No,NON,ORANGE HILL FIRE STATION,0,89,147,125,361,33.30
Justice of the Supreme Court Carlos G. Muniz,No,NON,ARMORY - CHIPLEY,0,100,226,63,389,35.24
Justice of the Supreme Court Carlos G. Muniz,No,NON,WAUSAU TOWN HALL,0,84,107,77,268,36.76
Justice of the Supreme Court Carlos G. Muniz,No,NON,EBRO CITY HALL,-,-,-,-,119,44.91
Justice of the Supreme Court Carlos G. Muniz,No,NON,GREENHEAD,0,114,166,155,435,28.01
Justice of the Supreme Court Carlos G. Muniz,No,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,68,71,95,234,27.27
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,CARYVILLE TOWN HALL,0,50,74,60,184,60.73
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,FIVE POINT COMMUNITY CENTER,0,129,192,155,476,68.49
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,HINSON CROSSROADS FIRE STATION,0,56,114,128,298,69.95
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,456,1017,336,1809,71.70
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,VERNON CITY HALL,0,167,402,166,735,69.14
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,NEW HOPE-CAMPBELL PARK,0,68,115,83,266,60.05
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,ORANGE HILL FIRE STATION,0,155,327,242,724,66.24
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,ARMORY - CHIPLEY,0,154,415,154,723,65.14
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,WAUSAU TOWN HALL,0,129,204,190,523,70.58
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,EBRO CITY HALL,-,-,-,-,154,57.89
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,GREENHEAD,0,283,499,341,1123,72.36
"First District Court of Appeals Joseph Lewis, Jr.",Yes,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,171,237,245,653,75.14
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,CARYVILLE TOWN HALL,0,37,37,45,119,39.27
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,FIVE POINT COMMUNITY CENTER,0,65,78,76,219,31.51
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,128,30.05
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,159,433,122,714,28.30
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,VERNON CITY HALL,0,89,173,66,328,30.86
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,NEW HOPE-CAMPBELL PARK,0,37,92,48,177,39.95
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,ORANGE HILL FIRE STATION,0,84,159,126,369,33.76
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,ARMORY - CHIPLEY,0,93,243,51,387,34.86
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,WAUSAU TOWN HALL,0,53,96,69,218,29.42
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,EBRO CITY HALL,-,-,-,-,112,42.11
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,GREENHEAD,0,118,162,149,429,27.64
"First District Court of Appeals Joseph Lewis, Jr.",No,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,57,73,86,216,24.86
First District Court of Appeals Scott Makar,Yes,NON,CARYVILLE TOWN HALL,0,41,63,64,168,55.63
First District Court of Appeals Scott Makar,Yes,NON,FIVE POINT COMMUNITY CENTER,0,132,185,157,474,68.60
First District Court of Appeals Scott Makar,Yes,NON,HINSON CROSSROADS FIRE STATION,0,58,119,126,303,71.46
First District Court of Appeals Scott Makar,Yes,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,426,1012,337,1775,70.52
First District Court of Appeals Scott Makar,Yes,NON,VERNON CITY HALL,0,168,400,161,729,68.71
First District Court of Appeals Scott Makar,Yes,NON,NEW HOPE-CAMPBELL PARK,0,67,115,76,258,58.37
First District Court of Appeals Scott Makar,Yes,NON,ORANGE HILL FIRE STATION,0,151,344,255,750,68.81
First District Court of Appeals Scott Makar,Yes,NON,ARMORY - CHIPLEY,0,149,447,148,744,67.21
First District Court of Appeals Scott Makar,Yes,NON,WAUSAU TOWN HALL,0,113,207,194,514,69.37
First District Court of Appeals Scott Makar,Yes,NON,EBRO CITY HALL,-,-,-,-,146,55.09
First District Court of Appeals Scott Makar,Yes,NON,GREENHEAD,0,288,507,347,1142,73.58
First District Court of Appeals Scott Makar,Yes,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,170,243,238,651,75.26
First District Court of Appeals Scott Makar,No,NON,CARYVILLE TOWN HALL,0,45,48,41,134,44.37
First District Court of Appeals Scott Makar,No,NON,FIVE POINT COMMUNITY CENTER,0,61,82,74,217,31.40
First District Court of Appeals Scott Makar,No,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,121,28.54
First District Court of Appeals Scott Makar,No,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,186,434,122,742,29.48
First District Court of Appeals Scott Makar,No,NON,VERNON CITY HALL,0,85,175,72,332,31.29
First District Court of Appeals Scott Makar,No,NON,NEW HOPE-CAMPBELL PARK,0,37,93,54,184,41.63
First District Court of Appeals Scott Makar,No,NON,ORANGE HILL FIRE STATION,0,86,141,113,340,31.19
First District Court of Appeals Scott Makar,No,NON,ARMORY - CHIPLEY,0,100,207,56,363,32.79
First District Court of Appeals Scott Makar,No,NON,WAUSAU TOWN HALL,0,68,90,69,227,30.63
First District Court of Appeals Scott Makar,No,NON,EBRO CITY HALL,-,-,-,-,119,44.91
First District Court of Appeals Scott Makar,No,NON,GREENHEAD,0,115,152,143,410,26.42
First District Court of Appeals Scott Makar,No,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,57,68,89,214,24.74
First District Court of Appeals Rachel Nordby,Yes,NON,CARYVILLE TOWN HALL,0,58,72,65,195,63.52
First District Court of Appeals Rachel Nordby,Yes,NON,FIVE POINT COMMUNITY CENTER,0,136,186,157,479,69.22
First District Court of Appeals Rachel Nordby,Yes,NON,HINSON CROSSROADS FIRE STATION,0,58,121,125,304,72.04
First District Court of Appeals Rachel Nordby,Yes,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,449,1041,330,1820,72.31
First District Court of Appeals Rachel Nordby,Yes,NON,VERNON CITY HALL,0,163,404,171,738,69.56
First District Court of Appeals Rachel Nordby,Yes,NON,NEW HOPE-CAMPBELL PARK,0,65,115,68,248,55.98
First District Court of Appeals Rachel Nordby,Yes,NON,ORANGE HILL FIRE STATION,0,158,354,258,770,70.71
First District Court of Appeals Rachel Nordby,Yes,NON,ARMORY - CHIPLEY,0,147,449,145,741,66.58
First District Court of Appeals Rachel Nordby,Yes,NON,WAUSAU TOWN HALL,0,102,207,184,493,66.80
First District Court of Appeals Rachel Nordby,Yes,NON,EBRO CITY HALL,-,-,-,-,157,58.58
First District Court of Appeals Rachel Nordby,Yes,NON,GREENHEAD,0,302,516,353,1171,75.50
First District Court of Appeals Rachel Nordby,Yes,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,172,241,237,650,74.88
First District Court of Appeals Rachel Nordby,No,NON,CARYVILLE TOWN HALL,0,32,40,40,112,36.48
First District Court of Appeals Rachel Nordby,No,NON,FIVE POINT COMMUNITY CENTER,0,56,84,73,213,30.78
First District Court of Appeals Rachel Nordby,No,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,118,27.96
First District Court of Appeals Rachel Nordby,No,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,165,404,128,697,27.69
First District Court of Appeals Rachel Nordby,No,NON,VERNON CITY HALL,0,89,172,62,323,30.44
First District Court of Appeals Rachel Nordby,No,NON,NEW HOPE-CAMPBELL PARK,0,39,95,61,195,44.02
First District Court of Appeals Rachel Nordby,No,NON,ORANGE HILL FIRE STATION,0,80,130,109,319,29.29
First District Court of Appeals Rachel Nordby,No,NON,ARMORY - CHIPLEY,0,101,212,59,372,33.42
First District Court of Appeals Rachel Nordby,No,NON,WAUSAU TOWN HALL,0,79,92,74,245,33.20
First District Court of Appeals Rachel Nordby,No,NON,EBRO CITY HALL,-,-,-,-,111,41.42
First District Court of Appeals Rachel Nordby,No,NON,GREENHEAD,0,98,145,137,380,24.50
First District Court of Appeals Rachel Nordby,No,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,55,70,93,218,25.12
First District Court of Appeals Tim Osterhaus,Yes,NON,CARYVILLE TOWN HALL,0,47,59,65,171,57.00
First District Court of Appeals Tim Osterhaus,Yes,NON,FIVE POINT COMMUNITY CENTER,0,132,181,154,467,67.98
First District Court of Appeals Tim Osterhaus,Yes,NON,HINSON CROSSROADS FIRE STATION,0,54,117,127,298,70.95
First District Court of Appeals Tim Osterhaus,Yes,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,430,1022,326,1778,71.09
First District Court of Appeals Tim Osterhaus,Yes,NON,VERNON CITY HALL,0,160,385,154,699,66.44
First District Court of Appeals Tim Osterhaus,Yes,NON,NEW HOPE-CAMPBELL PARK,0,63,107,71,241,54.52
First District Court of Appeals Tim Osterhaus,Yes,NON,ORANGE HILL FIRE STATION,0,150,341,245,736,67.90
First District Court of Appeals Tim Osterhaus,Yes,NON,ARMORY - CHIPLEY,0,148,441,140,729,65.79
First District Court of Appeals Tim Osterhaus,Yes,NON,WAUSAU TOWN HALL,0,102,198,183,483,65.80
First District Court of Appeals Tim Osterhaus,Yes,NON,EBRO CITY HALL,-,-,-,-,145,54.72
First District Court of Appeals Tim Osterhaus,Yes,NON,GREENHEAD,0,286,500,350,1136,73.39
First District Court of Appeals Tim Osterhaus,Yes,NON,"SUNNY HILLS COMMUNITY CENTER  ",0,162,240,231,633,73.69
First District Court of Appeals Tim Osterhaus,No,NON,CARYVILLE TOWN HALL,0,38,51,40,129,43.00
First District Court of Appeals Tim Osterhaus,No,NON,FIVE POINT COMMUNITY CENTER,0,61,83,76,220,32.02
First District Court of Appeals Tim Osterhaus,No,NON,HINSON CROSSROADS FIRE STATION,-,-,-,-,122,29.05
First District Court of Appeals Tim Osterhaus,No,NON,"AGRICULTURE CENTER - CHIPLEY  ",0,180,410,133,723,28.91
First District Court of Appeals Tim Osterhaus,No,NON,VERNON CITY HALL,0,89,187,77,353,33.56
